species,series,subplot,scale,response,value,naturalisation_level,introduction_time,category
Arenaria serpyllifolia,UA08,SE,0.01,p/a,1,NA,NA,native
Arenaria serpyllifolia,UA08,SE,0.1,p/a,1,NA,NA,native
Arenaria serpyllifolia,UA08,SE,1,p/a,1,NA,NA,native
Arenaria serpyllifolia,UA08,SE,10,cover,1,NA,NA,native
Arenaria serpyllifolia,UA08,x,100,cover,0.75,NA,NA,native
Arenaria serpyllifolia,UA09,NW,1,p/a,1,NA,NA,native
Arenaria serpyllifolia,UA09,NW,10,cover,0.1,NA,NA,native
Arenaria serpyllifolia,UA09,SE,1,p/a,1,NA,NA,native
Arenaria serpyllifolia,UA09,SE,10,cover,0.3,NA,NA,native
Arenaria serpyllifolia,UA09,x,100,cover,0.2,NA,NA,native
Arenaria serpyllifolia,UA12,NW,10,cover,0.02,NA,NA,native
Arenaria serpyllifolia,UA12,SE,1e-4,p/a,1,NA,NA,native
Arenaria serpyllifolia,UA12,SE,0.001,p/a,1,NA,NA,native
Arenaria serpyllifolia,UA12,SE,0.01,p/a,1,NA,NA,native
Arenaria serpyllifolia,UA12,SE,0.1,p/a,1,NA,NA,native
Arenaria serpyllifolia,UA12,SE,1,p/a,1,NA,NA,native
Arenaria serpyllifolia,UA12,SE,10,cover,8,NA,NA,native
Arenaria serpyllifolia,UA12,x,100,cover,4.01,NA,NA,native
Arenaria serpyllifolia,UA14,SE,10,cover,0.5,NA,NA,native
Arenaria serpyllifolia,UA14,x,100,cover,0.25,NA,NA,native
Arenaria serpyllifolia,UA15,SE,1e-4,p/a,1,NA,NA,native
Arenaria serpyllifolia,UA15,SE,0.001,p/a,1,NA,NA,native
Arenaria serpyllifolia,UA15,SE,0.01,p/a,1,NA,NA,native
Arenaria serpyllifolia,UA15,SE,0.1,p/a,1,NA,NA,native
Arenaria serpyllifolia,UA15,SE,1,p/a,1,NA,NA,native
Arenaria serpyllifolia,UA15,SE,10,cover,0.5,NA,NA,native
Arenaria serpyllifolia,UA15,x,100,cover,0.25,NA,NA,native
Arenaria serpyllifolia,UA16,NW,0.1,p/a,1,NA,NA,native
Arenaria serpyllifolia,UA16,NW,1,p/a,1,NA,NA,native
Arenaria serpyllifolia,UA16,NW,10,cover,1,NA,NA,native
Arenaria serpyllifolia,UA16,SE,10,cover,0.1,NA,NA,native
Arenaria serpyllifolia,UA16,x,100,cover,0.55,NA,NA,native
Arenaria serpyllifolia,UA18,NW,0.01,p/a,1,NA,NA,native
Arenaria serpyllifolia,UA18,NW,0.1,p/a,1,NA,NA,native
Arenaria serpyllifolia,UA18,NW,1,p/a,1,NA,NA,native
Arenaria serpyllifolia,UA18,NW,10,cover,0.2,NA,NA,native
Arenaria serpyllifolia,UA18,x,100,cover,0.1,NA,NA,native
Arenaria serpyllifolia,UA20,NW,0.1,p/a,1,NA,NA,native
Arenaria serpyllifolia,UA20,NW,1,p/a,1,NA,NA,native
Arenaria serpyllifolia,UA20,NW,10,cover,0.2,NA,NA,native
Arenaria serpyllifolia,UA20,SE,10,cover,0.1,NA,NA,native
Arenaria serpyllifolia,UA20,x,100,cover,0.15,NA,NA,native
Arenaria serpyllifolia,UA21,NW,0.01,p/a,1,NA,NA,native
Arenaria serpyllifolia,UA21,NW,0.1,p/a,1,NA,NA,native
Arenaria serpyllifolia,UA21,NW,1,p/a,1,NA,NA,native
Arenaria serpyllifolia,UA21,NW,10,cover,0.3,NA,NA,native
Arenaria serpyllifolia,UA21,x,100,cover,0.15,NA,NA,native
Arrhenatherum elatius,UA01,SE,10,cover,0.2,NA,NA,native
Arrhenatherum elatius,UA01,x,100,cover,0.1,NA,NA,native
Artemisia absinthium,UA03,x,100,cover,0.1,naturalised,archaeophyte,non_native
Artemisia absinthium,UA04,SE,10,cover,0.2,naturalised,archaeophyte,non_native
Artemisia absinthium,UA04,x,100,cover,0.1,naturalised,archaeophyte,non_native
Artemisia absinthium,UA14,x,100,cover,0.1,naturalised,archaeophyte,non_native
Artemisia absinthium,UA16,NW,10,cover,0.01,naturalised,archaeophyte,non_native
Artemisia absinthium,UA16,SE,10,cover,0.1,naturalised,archaeophyte,non_native
Artemisia absinthium,UA16,x,100,cover,0.055,naturalised,archaeophyte,non_native
Artemisia austriaca,UA04,NW,1,p/a,1,NA,NA,native
Artemisia austriaca,UA04,NW,10,cover,2,NA,NA,native
Artemisia austriaca,UA04,x,100,cover,1,NA,NA,native
Artemisia austriaca,UA07,NW,1,p/a,1,NA,NA,native
Artemisia austriaca,UA07,NW,10,cover,0.5,NA,NA,native
Artemisia austriaca,UA07,SE,0.1,p/a,1,NA,NA,native
Artemisia austriaca,UA07,SE,1,p/a,1,NA,NA,native
Artemisia austriaca,UA07,SE,10,cover,0.5,NA,NA,native
Artemisia austriaca,UA07,x,100,cover,0.5,NA,NA,native
Artemisia austriaca,UA08,NW,10,cover,0.5,NA,NA,native
Artemisia austriaca,UA08,x,100,cover,0.25,NA,NA,native
Artemisia austriaca,UA09,x,100,cover,0.1,NA,NA,native
Artemisia austriaca,UA14,NW,1,p/a,1,NA,NA,native
Artemisia austriaca,UA14,NW,10,cover,0.1,NA,NA,native
Artemisia austriaca,UA14,x,100,cover,0.05,NA,NA,native
Artemisia campestris,UA04,x,100,cover,0.1,NA,NA,native
Artemisia campestris,UA19,NW,0.001,p/a,1,NA,NA,native
Artemisia campestris,UA19,NW,0.01,p/a,1,NA,NA,native
Artemisia campestris,UA19,NW,0.1,p/a,1,NA,NA,native
Artemisia campestris,UA19,NW,1,p/a,1,NA,NA,native
Artemisia campestris,UA19,NW,10,cover,8,NA,NA,native
Artemisia campestris,UA19,x,100,cover,4,NA,NA,native
Artemisia campestris,UA20,SE,10,cover,0.4,NA,NA,native
Artemisia campestris,UA20,x,100,cover,0.2,NA,NA,native
Artemisia scoparia,UA18,x,100,cover,0.1,NA,NA,native
Asparagus officinalis,UA05,x,100,cover,0.1,NA,NA,native
Asparagus officinalis,UA06,x,100,cover,0.1,NA,NA,native
Asperula cynanchica,UA01,NW,1e-4,p/a,1,NA,NA,native
Asperula cynanchica,UA01,NW,0.001,p/a,1,NA,NA,native
Asperula cynanchica,UA01,NW,0.01,p/a,1,NA,NA,native
Asperula cynanchica,UA01,NW,0.1,p/a,1,NA,NA,native
Asperula cynanchica,UA01,NW,1,p/a,1,NA,NA,native
Asperula cynanchica,UA01,NW,10,cover,15,NA,NA,native
Asperula cynanchica,UA01,SE,1e-4,p/a,1,NA,NA,native
Asperula cynanchica,UA01,SE,0.001,p/a,1,NA,NA,native
Asperula cynanchica,UA01,SE,0.01,p/a,1,NA,NA,native
Asperula cynanchica,UA01,SE,0.1,p/a,1,NA,NA,native
Asperula cynanchica,UA01,SE,1,p/a,1,NA,NA,native
Asperula cynanchica,UA01,SE,10,cover,1,NA,NA,native
Asperula cynanchica,UA01,x,100,cover,8,NA,NA,native
Asperula cynanchica,UA02,NW,1,p/a,1,NA,NA,native
Asperula cynanchica,UA02,NW,10,cover,2,NA,NA,native
Asperula cynanchica,UA02,SE,0.01,p/a,1,NA,NA,native
Asperula cynanchica,UA02,SE,0.1,p/a,1,NA,NA,native
Asperula cynanchica,UA02,SE,1,p/a,1,NA,NA,native
Asperula cynanchica,UA02,SE,10,cover,2,NA,NA,native
Asperula cynanchica,UA02,x,100,cover,2,NA,NA,native
Asperula cynanchica,UA03,NW,10,cover,1,NA,NA,native
Asperula cynanchica,UA03,SE,10,cover,0.2,NA,NA,native
Asperula cynanchica,UA03,x,100,cover,0.6,NA,NA,native
Asperula cynanchica,UA04,SE,1,p/a,1,NA,NA,native
Asperula cynanchica,UA04,SE,10,cover,0.5,NA,NA,native
Asperula cynanchica,UA04,x,100,cover,0.25,NA,NA,native
Asperula cynanchica,UA05,NW,0.1,p/a,1,NA,NA,native
Asperula cynanchica,UA05,NW,1,p/a,1,NA,NA,native
Asperula cynanchica,UA05,NW,10,cover,1,NA,NA,native
Asperula cynanchica,UA05,SE,10,cover,2,NA,NA,native
Asperula cynanchica,UA05,x,100,cover,1.5,NA,NA,native
Asperula cynanchica,UA07,NW,1e-4,p/a,1,NA,NA,native
Asperula cynanchica,UA07,NW,0.001,p/a,1,NA,NA,native
Asperula cynanchica,UA07,NW,0.01,p/a,1,NA,NA,native
Asperula cynanchica,UA07,NW,0.1,p/a,1,NA,NA,native
Asperula cynanchica,UA07,NW,1,p/a,1,NA,NA,native
Asperula cynanchica,UA07,NW,10,cover,18,NA,NA,native
Asperula cynanchica,UA07,SE,10,cover,0.7,NA,NA,native
Asperula cynanchica,UA07,x,100,cover,9.35,NA,NA,native
Asperula cynanchica,UA08,NW,1e-4,p/a,1,NA,NA,native
Asperula cynanchica,UA08,NW,0.001,p/a,1,NA,NA,native
Asperula cynanchica,UA08,NW,0.01,p/a,1,NA,NA,native
Asperula cynanchica,UA08,NW,0.1,p/a,1,NA,NA,native
Asperula cynanchica,UA08,NW,1,p/a,1,NA,NA,native
Asperula cynanchica,UA08,NW,10,cover,2.5,NA,NA,native
Asperula cynanchica,UA08,SE,0.1,p/a,1,NA,NA,native
Asperula cynanchica,UA08,SE,1,p/a,1,NA,NA,native
Asperula cynanchica,UA08,SE,10,cover,2,NA,NA,native
Asperula cynanchica,UA08,x,100,cover,2.25,NA,NA,native
Asperula cynanchica,UA09,NW,1,p/a,1,NA,NA,native
Asperula cynanchica,UA09,NW,10,cover,2,NA,NA,native
Asperula cynanchica,UA09,SE,1,p/a,1,NA,NA,native
Asperula cynanchica,UA09,SE,10,cover,2,NA,NA,native
Asperula cynanchica,UA09,x,100,cover,2,NA,NA,native
Asperula cynanchica,UA10,NW,1,p/a,1,NA,NA,native
Asperula cynanchica,UA10,NW,10,cover,1,NA,NA,native
Asperula cynanchica,UA10,SE,0.1,p/a,1,NA,NA,native
Asperula cynanchica,UA10,SE,1,p/a,1,NA,NA,native
Asperula cynanchica,UA10,SE,10,cover,0.5,NA,NA,native
Asperula cynanchica,UA10,x,100,cover,0.75,NA,NA,native
Asperula cynanchica,UA11,NW,0.1,p/a,1,NA,NA,native
Asperula cynanchica,UA11,NW,1,p/a,1,NA,NA,native
Asperula cynanchica,UA11,NW,10,cover,1,NA,NA,native
Asperula cynanchica,UA11,SE,0.001,p/a,1,NA,NA,native
Asperula cynanchica,UA11,SE,0.01,p/a,1,NA,NA,native
Asperula cynanchica,UA11,SE,0.1,p/a,1,NA,NA,native
Asperula cynanchica,UA11,SE,1,p/a,1,NA,NA,native
Asperula cynanchica,UA11,SE,10,cover,1,NA,NA,native
Asperula cynanchica,UA11,x,100,cover,1,NA,NA,native
Asperula cynanchica,UA12,NW,0.1,p/a,1,NA,NA,native
Asperula cynanchica,UA12,NW,1,p/a,1,NA,NA,native
Asperula cynanchica,UA12,NW,10,cover,1,NA,NA,native
Asperula cynanchica,UA12,SE,10,cover,0.1,NA,NA,native
Asperula cynanchica,UA12,x,100,cover,0.55,NA,NA,native
Asperula cynanchica,UA13,NW,0.1,p/a,1,NA,NA,native
Asperula cynanchica,UA13,NW,1,p/a,1,NA,NA,native
Asperula cynanchica,UA13,NW,10,cover,0.5,NA,NA,native
Asperula cynanchica,UA13,SE,0.01,p/a,1,NA,NA,native
Asperula cynanchica,UA13,SE,0.1,p/a,1,NA,NA,native
Asperula cynanchica,UA13,SE,1,p/a,1,NA,NA,native
Asperula cynanchica,UA13,SE,10,cover,2,NA,NA,native
Asperula cynanchica,UA13,x,100,cover,1.25,NA,NA,native
Asperula cynanchica,UA14,NW,1,p/a,1,NA,NA,native
Asperula cynanchica,UA14,NW,10,cover,0.5,NA,NA,native
Asperula cynanchica,UA14,SE,0.1,p/a,1,NA,NA,native
Asperula cynanchica,UA14,SE,1,p/a,1,NA,NA,native
Asperula cynanchica,UA14,SE,10,cover,1,NA,NA,native
Asperula cynanchica,UA14,x,100,cover,0.75,NA,NA,native
Asperula cynanchica,UA15,SE,1,p/a,1,NA,NA,native
Asperula cynanchica,UA15,SE,10,cover,0.5,NA,NA,native
Asperula cynanchica,UA15,x,100,cover,0.25,NA,NA,native
Asperula cynanchica,UA17,NW,0.01,p/a,1,NA,NA,native
Asperula cynanchica,UA17,NW,0.1,p/a,1,NA,NA,native
Asperula cynanchica,UA17,NW,1,p/a,1,NA,NA,native
Asperula cynanchica,UA17,NW,10,cover,0.8,NA,NA,native
Asperula cynanchica,UA17,SE,0.01,p/a,1,NA,NA,native
Asperula cynanchica,UA17,SE,0.1,p/a,1,NA,NA,native
Asperula cynanchica,UA17,SE,1,p/a,1,NA,NA,native
Asperula cynanchica,UA17,SE,10,cover,2,NA,NA,native
Asperula cynanchica,UA17,x,100,cover,1.4,NA,NA,native
Asperula cynanchica,UA18,NW,0.001,p/a,1,NA,NA,native
Asperula cynanchica,UA18,NW,0.01,p/a,1,NA,NA,native
Asperula cynanchica,UA18,NW,0.1,p/a,1,NA,NA,native
Asperula cynanchica,UA18,NW,1,p/a,1,NA,NA,native
Asperula cynanchica,UA18,NW,10,cover,1,NA,NA,native
Asperula cynanchica,UA18,SE,1,p/a,1,NA,NA,native
Asperula cynanchica,UA18,SE,10,cover,0.5,NA,NA,native
Asperula cynanchica,UA18,x,100,cover,0.75,NA,NA,native
Asperula cynanchica,UA19,NW,10,cover,2,NA,NA,native
Asperula cynanchica,UA19,SE,10,cover,0.2,NA,NA,native
Asperula cynanchica,UA19,x,100,cover,1.1,NA,NA,native
Asperula cynanchica,UA20,NW,0.1,p/a,1,NA,NA,native
Asperula cynanchica,UA20,NW,1,p/a,1,NA,NA,native
Asperula cynanchica,UA20,NW,10,cover,0.2,NA,NA,native
Asperula cynanchica,UA20,SE,0.1,p/a,1,NA,NA,native
Asperula cynanchica,UA20,SE,1,p/a,1,NA,NA,native
Asperula cynanchica,UA20,SE,10,cover,0.5,NA,NA,native
Asperula cynanchica,UA20,x,100,cover,0.35,NA,NA,native
Asperula cynanchica,UA21,NW,0.001,p/a,1,NA,NA,native
Asperula cynanchica,UA21,NW,0.01,p/a,1,NA,NA,native
Asperula cynanchica,UA21,NW,0.1,p/a,1,NA,NA,native
Asperula cynanchica,UA21,NW,1,p/a,1,NA,NA,native
Asperula cynanchica,UA21,NW,10,cover,2,NA,NA,native
Asperula cynanchica,UA21,SE,0.1,p/a,1,NA,NA,native
Asperula cynanchica,UA21,SE,1,p/a,1,NA,NA,native
Asperula cynanchica,UA21,SE,10,cover,0.8,NA,NA,native
Asperula cynanchica,UA21,x,100,cover,1.4,NA,NA,native
Asperula rumelica,UA20,NW,10,cover,0.2,NA,NA,native
Asperula rumelica,UA20,SE,10,cover,0.1,NA,NA,native
Asperula rumelica,UA20,x,100,cover,0.15,NA,NA,native
Asplenium ruta-muraria,UA09,x,100,cover,0.1,NA,NA,native
Asplenium septentrionale,UA04,NW,10,cover,0.1,NA,NA,native
Asplenium septentrionale,UA04,x,100,cover,0.05,NA,NA,native
Asplenium trichomanes,UA04,NW,10,cover,0.1,NA,NA,native
Asplenium trichomanes,UA04,x,100,cover,0.05,NA,NA,native
Aster amellus,UA06,x,100,cover,0.1,NA,NA,native
Aster amellus,UA15,NW,0.1,p/a,1,NA,NA,native
Aster amellus,UA15,NW,1,p/a,1,NA,NA,native
Aster amellus,UA15,NW,10,cover,12,NA,NA,native
Aster amellus,UA15,SE,0.1,p/a,1,NA,NA,native
Aster amellus,UA15,SE,1,p/a,1,NA,NA,native
Aster amellus,UA15,SE,10,cover,2,NA,NA,native
Aster amellus,UA15,x,100,cover,7,NA,NA,native
Aster amellus,UA17,NW,10,cover,0.2,NA,NA,native
Aster amellus,UA17,SE,1,p/a,1,NA,NA,native
Aster amellus,UA17,SE,10,cover,1,NA,NA,native
Aster amellus,UA17,x,100,cover,0.6,NA,NA,native
Astragalus austriacus,UA07,NW,1,p/a,1,NA,NA,native
Astragalus austriacus,UA07,NW,10,cover,0.01,NA,NA,native
Astragalus austriacus,UA07,SE,1e-4,p/a,1,NA,NA,native
Astragalus austriacus,UA07,SE,0.001,p/a,1,NA,NA,native
Astragalus austriacus,UA07,SE,0.01,p/a,1,NA,NA,native
Astragalus austriacus,UA07,SE,0.1,p/a,1,NA,NA,native
Astragalus austriacus,UA07,SE,1,p/a,1,NA,NA,native
Astragalus austriacus,UA07,SE,10,cover,0.5,NA,NA,native
Astragalus austriacus,UA07,x,100,cover,0.255,NA,NA,native
Astragalus austriacus,UA08,NW,10,cover,0.5,NA,NA,native
Astragalus austriacus,UA08,SE,10,cover,0.2,NA,NA,native
Astragalus austriacus,UA08,x,100,cover,0.35,NA,NA,native
Astragalus austriacus,UA09,x,100,cover,0.1,NA,NA,native
Astragalus austriacus,UA10,SE,10,cover,0.2,NA,NA,native
Astragalus austriacus,UA10,x,100,cover,0.1,NA,NA,native
Astragalus austriacus,UA11,SE,10,cover,1,NA,NA,native
Astragalus austriacus,UA11,x,100,cover,0.5,NA,NA,native
Astragalus austriacus,UA13,NW,1,p/a,1,NA,NA,native
Astragalus austriacus,UA13,NW,10,cover,0.02,NA,NA,native
Astragalus austriacus,UA13,x,100,cover,0.01,NA,NA,native
Astragalus austriacus,UA14,NW,10,cover,0.2,NA,NA,native
Astragalus austriacus,UA14,SE,10,cover,0.5,NA,NA,native
Astragalus austriacus,UA14,x,100,cover,0.35,NA,NA,native
Astragalus austriacus,UA17,NW,1,p/a,1,NA,NA,native
Astragalus austriacus,UA17,NW,10,cover,0.2,NA,NA,native
Astragalus austriacus,UA17,SE,1,p/a,1,NA,NA,native
Astragalus austriacus,UA17,SE,10,cover,0.5,NA,NA,native
Astragalus austriacus,UA17,x,100,cover,0.35,NA,NA,native
Astragalus austriacus,UA18,NW,1,p/a,1,NA,NA,native
Astragalus austriacus,UA18,NW,10,cover,1,NA,NA,native
Astragalus austriacus,UA18,SE,0.01,p/a,1,NA,NA,native
Astragalus austriacus,UA18,SE,0.1,p/a,1,NA,NA,native
Astragalus austriacus,UA18,SE,1,p/a,1,NA,NA,native
Astragalus austriacus,UA18,SE,10,cover,1,NA,NA,native
Astragalus austriacus,UA18,x,100,cover,1,NA,NA,native
Astragalus austriacus,UA20,NW,10,cover,0.1,NA,NA,native
Astragalus austriacus,UA20,SE,1,p/a,1,NA,NA,native
Astragalus austriacus,UA20,SE,10,cover,0.1,NA,NA,native
Astragalus austriacus,UA20,x,100,cover,0.1,NA,NA,native
Astragalus austriacus,UA21,SE,10,cover,0.5,NA,NA,native
Astragalus austriacus,UA21,x,100,cover,0.25,NA,NA,native
Astragalus glycyphyllos,UA06,SE,10,cover,0.5,NA,NA,native
Astragalus glycyphyllos,UA06,x,100,cover,0.25,NA,NA,native
Astragalus onobrychis,UA08,NW,1,p/a,1,NA,NA,native
Astragalus onobrychis,UA08,NW,10,cover,1,NA,NA,native
Astragalus onobrychis,UA08,SE,10,cover,0.5,NA,NA,native
Astragalus onobrychis,UA08,x,100,cover,0.75,NA,NA,native
Astragalus onobrychis,UA09,x,100,cover,0.1,NA,NA,native
Astragalus onobrychis,UA10,NW,0.1,p/a,1,NA,NA,native
Astragalus onobrychis,UA10,NW,1,p/a,1,NA,NA,native
Astragalus onobrychis,UA10,NW,10,cover,30,NA,NA,native
Astragalus onobrychis,UA10,SE,1,p/a,1,NA,NA,native
Astragalus onobrychis,UA10,SE,10,cover,1,NA,NA,native
Astragalus onobrychis,UA10,x,100,cover,15.5,NA,NA,native
Astragalus onobrychis,UA11,SE,10,cover,0.5,NA,NA,native
Astragalus onobrychis,UA11,x,100,cover,0.25,NA,NA,native
Astragalus onobrychis,UA12,NW,1e-4,p/a,1,NA,NA,native
Astragalus onobrychis,UA12,NW,0.001,p/a,1,NA,NA,native
Astragalus onobrychis,UA12,NW,0.01,p/a,1,NA,NA,native
Astragalus onobrychis,UA12,NW,0.1,p/a,1,NA,NA,native
Astragalus onobrychis,UA12,NW,1,p/a,1,NA,NA,native
Astragalus onobrychis,UA12,NW,10,cover,15,NA,NA,native
Astragalus onobrychis,UA12,x,100,cover,7.5,NA,NA,native
Astragalus onobrychis,UA13,NW,10,cover,0.1,NA,NA,native
Astragalus onobrychis,UA13,SE,1,p/a,1,NA,NA,native
Astragalus onobrychis,UA13,SE,10,cover,3,NA,NA,native
Astragalus onobrychis,UA13,x,100,cover,1.55,NA,NA,native
Astragalus onobrychis,UA14,NW,1,p/a,1,NA,NA,native
Astragalus onobrychis,UA14,NW,10,cover,1,NA,NA,native
Astragalus onobrychis,UA14,SE,0.1,p/a,1,NA,NA,native
Astragalus onobrychis,UA14,SE,1,p/a,1,NA,NA,native
Astragalus onobrychis,UA14,SE,10,cover,8,NA,NA,native
Astragalus onobrychis,UA14,x,100,cover,4.5,NA,NA,native
Astragalus onobrychis,UA15,x,100,cover,0.1,NA,NA,native
Astragalus onobrychis,UA18,NW,10,cover,2,NA,NA,native
Astragalus onobrychis,UA18,SE,0.01,p/a,1,NA,NA,native
Astragalus onobrychis,UA18,SE,0.1,p/a,1,NA,NA,native
Astragalus onobrychis,UA18,SE,1,p/a,1,NA,NA,native
Astragalus onobrychis,UA18,SE,10,cover,8,NA,NA,native
Astragalus onobrychis,UA18,x,100,cover,5,NA,NA,native
Astragalus onobrychis,UA19,NW,10,cover,0.5,NA,NA,native
Astragalus onobrychis,UA19,x,100,cover,0.25,NA,NA,native
Astragalus onobrychis,UA20,NW,10,cover,0.2,NA,NA,native
Astragalus onobrychis,UA20,x,100,cover,0.1,NA,NA,native
Astragalus onobrychis,UA21,NW,1,p/a,1,NA,NA,native
Astragalus onobrychis,UA21,NW,10,cover,1,NA,NA,native
Astragalus onobrychis,UA21,SE,10,cover,0.1,NA,NA,native
Astragalus onobrychis,UA21,x,100,cover,0.55,NA,NA,native
Asyneuma canescens,UA07,NW,10,cover,0.05,NA,NA,native
Asyneuma canescens,UA07,x,100,cover,0.025,NA,NA,native
Asyneuma canescens,UA08,x,100,cover,0.1,NA,NA,native
Asyneuma canescens,UA09,NW,1,p/a,1,NA,NA,native
Asyneuma canescens,UA09,NW,10,cover,4,NA,NA,native
Asyneuma canescens,UA09,SE,10,cover,1,NA,NA,native
Asyneuma canescens,UA09,x,100,cover,2.5,NA,NA,native
Asyneuma canescens,UA11,SE,10,cover,0.1,NA,NA,native
Asyneuma canescens,UA11,x,100,cover,0.05,NA,NA,native
Asyneuma canescens,UA13,SE,10,cover,0.5,NA,NA,native
Asyneuma canescens,UA13,x,100,cover,0.25,NA,NA,native
Asyneuma canescens,UA17,NW,10,cover,0.2,NA,NA,native
Asyneuma canescens,UA17,SE,10,cover,0.5,NA,NA,native
Asyneuma canescens,UA17,x,100,cover,0.35,NA,NA,native
Bassia prostrata,UA19,SE,10,cover,0.5,NA,NA,native
Bassia prostrata,UA19,x,100,cover,0.25,NA,NA,native
Berteroa incana,UA02,SE,1,p/a,1,NA,NA,native
Berteroa incana,UA02,SE,10,cover,0.2,NA,NA,native
Berteroa incana,UA02,x,100,cover,0.1,NA,NA,native
Berteroa incana,UA03,NW,10,cover,0.1,NA,NA,native
Berteroa incana,UA03,x,100,cover,0.05,NA,NA,native
Berteroa incana,UA04,NW,1,p/a,1,NA,NA,native
Berteroa incana,UA04,NW,10,cover,0.1,NA,NA,native
Berteroa incana,UA04,SE,1,p/a,1,NA,NA,native
Berteroa incana,UA04,SE,10,cover,0.1,NA,NA,native
Berteroa incana,UA04,x,100,cover,0.1,NA,NA,native
Bothriochloa ischaemum,UA05,NW,1e-4,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA05,NW,0.001,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA05,NW,0.01,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA05,NW,0.1,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA05,NW,1,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA05,NW,10,cover,25,NA,NA,native
Bothriochloa ischaemum,UA05,SE,10,cover,1,NA,NA,native
Bothriochloa ischaemum,UA05,x,100,cover,13,NA,NA,native
Bothriochloa ischaemum,UA06,NW,0.001,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA06,NW,0.01,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA06,NW,0.1,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA06,NW,1,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA06,NW,10,cover,0.5,NA,NA,native
Bothriochloa ischaemum,UA06,SE,0.01,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA06,SE,0.1,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA06,SE,1,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA06,SE,10,cover,2,NA,NA,native
Bothriochloa ischaemum,UA06,x,100,cover,1.25,NA,NA,native
Bothriochloa ischaemum,UA07,NW,0.1,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA07,NW,1,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA07,NW,10,cover,3,NA,NA,native
Bothriochloa ischaemum,UA07,SE,1e-4,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA07,SE,0.001,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA07,SE,0.01,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA07,SE,0.1,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA07,SE,1,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA07,SE,10,cover,5,NA,NA,native
Bothriochloa ischaemum,UA07,x,100,cover,4,NA,NA,native
Bothriochloa ischaemum,UA08,NW,1e-4,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA08,NW,0.001,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA08,NW,0.01,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA08,NW,0.1,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA08,NW,1,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA08,NW,10,cover,18,NA,NA,native
Bothriochloa ischaemum,UA08,SE,0.01,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA08,SE,0.1,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA08,SE,1,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA08,SE,10,cover,40,NA,NA,native
Bothriochloa ischaemum,UA08,x,100,cover,29,NA,NA,native
Bothriochloa ischaemum,UA09,NW,0.1,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA09,NW,1,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA09,NW,10,cover,5,NA,NA,native
Bothriochloa ischaemum,UA09,SE,1e-4,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA09,SE,0.001,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA09,SE,0.01,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA09,SE,0.1,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA09,SE,1,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA09,SE,10,cover,4,NA,NA,native
Bothriochloa ischaemum,UA09,x,100,cover,4.5,NA,NA,native
Bothriochloa ischaemum,UA10,x,100,cover,0.1,NA,NA,native
Bothriochloa ischaemum,UA11,NW,1,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA11,NW,10,cover,5,NA,NA,native
Bothriochloa ischaemum,UA11,SE,0.001,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA11,SE,0.01,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA11,SE,0.1,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA11,SE,1,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA11,SE,10,cover,10,NA,NA,native
Bothriochloa ischaemum,UA11,x,100,cover,7.5,NA,NA,native
Bothriochloa ischaemum,UA12,NW,0.001,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA12,NW,0.01,p/a,1,NA,NA,native
Bothriochloa ischaemum,UA12,NW,0.1,p/a,1,NA,NA,native
