dataset,layer,group,species,series,subplot,scale,response,value
1,C,B,Weissia condensa,UA09,SE,0.01,p/a,1
1,C,B,Weissia condensa,UA09,SE,0.1,p/a,1
1,C,B,Weissia condensa,UA09,SE,1,p/a,1
1,C,B,Weissia condensa,UA09,SE,10,cover,4
1,C,B,Weissia condensa,UA09,x,100,cover,2
1,C,B,Weissia longifolia,UA01,SE,0.0001,p/a,1
1,C,B,Weissia longifolia,UA01,SE,0.001,p/a,1
1,C,B,Weissia longifolia,UA01,SE,0.01,p/a,1
1,C,B,Weissia longifolia,UA01,SE,0.1,p/a,1
1,C,B,Weissia longifolia,UA01,SE,1,p/a,1
1,C,B,Weissia longifolia,UA01,SE,10,cover,6
1,C,B,Weissia longifolia,UA01,x,100,cover,3
1,C,B,Weissia longifolia,UA04,SE,0.01,p/a,1
1,C,B,Weissia longifolia,UA04,SE,0.1,p/a,1
1,C,B,Weissia longifolia,UA04,SE,1,p/a,1
1,C,B,Weissia longifolia,UA04,SE,10,cover,5
1,C,B,Weissia longifolia,UA04,x,100,cover,2.5
1,C,B,Weissia longifolia,UA06,NW,0.1,p/a,1
1,C,B,Weissia longifolia,UA06,NW,1,p/a,1
1,C,B,Weissia longifolia,UA06,NW,10,cover,5
1,C,B,Weissia longifolia,UA06,SE,10,cover,1
1,C,B,Weissia longifolia,UA06,x,100,cover,3
1,C,B,Weissia longifolia,UA09,SE,10,cover,1
1,C,B,Weissia longifolia,UA09,x,100,cover,0.5
1,C,B,Weissia longifolia,UA11,NW,1,p/a,1
1,C,B,Weissia longifolia,UA11,NW,10,cover,1
1,C,B,Weissia longifolia,UA11,SE,1,p/a,1
1,C,B,Weissia longifolia,UA11,SE,10,cover,0.5
1,C,B,Weissia longifolia,UA11,x,100,cover,0.75
1,C,B,Weissia longifolia,UA12,NW,0.01,p/a,1
1,C,B,Weissia longifolia,UA12,NW,0.1,p/a,1
1,C,B,Weissia longifolia,UA12,NW,1,p/a,1
1,C,B,Weissia longifolia,UA12,NW,10,cover,2
1,C,B,Weissia longifolia,UA12,SE,0.01,p/a,1
1,C,B,Weissia longifolia,UA12,SE,0.1,p/a,1
1,C,B,Weissia longifolia,UA12,SE,1,p/a,1
1,C,B,Weissia longifolia,UA12,SE,10,cover,0.5
1,C,B,Weissia longifolia,UA12,x,100,cover,1.25
1,C,B,Weissia longifolia,UA13,NW,0.001,p/a,1
1,C,B,Weissia longifolia,UA13,NW,0.01,p/a,1
1,C,B,Weissia longifolia,UA13,NW,0.1,p/a,1
1,C,B,Weissia longifolia,UA13,NW,1,p/a,1
1,C,B,Weissia longifolia,UA13,NW,10,cover,15
1,C,B,Weissia longifolia,UA13,SE,0.0001,p/a,1
1,C,B,Weissia longifolia,UA13,SE,0.001,p/a,1
1,C,B,Weissia longifolia,UA13,SE,0.01,p/a,1
1,C,B,Weissia longifolia,UA13,SE,0.1,p/a,1
1,C,B,Weissia longifolia,UA13,SE,1,p/a,1
1,C,B,Weissia longifolia,UA13,SE,10,cover,2
1,C,B,Weissia longifolia,UA13,x,100,cover,8.5
1,C,B,Weissia longifolia,UA20,NW,0.1,p/a,1
1,C,B,Weissia longifolia,UA20,NW,1,p/a,1
1,C,B,Weissia longifolia,UA20,NW,10,cover,1
1,C,B,Weissia longifolia,UA20,SE,0.01,p/a,1
1,C,B,Weissia longifolia,UA20,SE,0.1,p/a,1
1,C,B,Weissia longifolia,UA20,SE,1,p/a,1
1,C,B,Weissia longifolia,UA20,SE,10,cover,15
1,C,B,Weissia longifolia,UA20,x,100,cover,8
1,C,B,Weissia longifolia,UA21,NW,0.0001,p/a,1
1,C,B,Weissia longifolia,UA21,NW,0.001,p/a,1
1,C,B,Weissia longifolia,UA21,NW,0.01,p/a,1
1,C,B,Weissia longifolia,UA21,NW,0.1,p/a,1
1,C,B,Weissia longifolia,UA21,NW,1,p/a,1
1,C,B,Weissia longifolia,UA21,NW,10,cover,9
1,C,B,Weissia longifolia,UA21,SE,0.01,p/a,1
1,C,B,Weissia longifolia,UA21,SE,0.1,p/a,1
1,C,B,Weissia longifolia,UA21,SE,1,p/a,1
1,C,B,Weissia longifolia,UA21,SE,10,cover,2
1,C,B,Weissia longifolia,UA21,x,100,cover,5.5
1,C,B,Weissia species,UA01,NW,0.1,p/a,1
1,C,B,Weissia species,UA01,NW,1,p/a,1
1,C,B,Weissia species,UA01,NW,10,cover,1
1,C,B,Weissia species,UA01,x,100,cover,0.5
1,C,B,Weissia species,UA02,NW,0.1,p/a,1
1,C,B,Weissia species,UA02,NW,1,p/a,1
1,C,B,Weissia species,UA02,NW,10,cover,4
1,C,B,Weissia species,UA02,SE,0.1,p/a,1
1,C,B,Weissia species,UA02,SE,1,p/a,1
1,C,B,Weissia species,UA02,SE,10,cover,4
1,C,B,Weissia species,UA02,x,100,cover,4
1,C,B,Weissia species,UA05,NW,0.01,p/a,1
1,C,B,Weissia species,UA05,NW,0.1,p/a,1
1,C,B,Weissia species,UA05,NW,1,p/a,1
1,C,B,Weissia species,UA05,NW,10,cover,1
1,C,B,Weissia species,UA05,SE,0.0001,p/a,1
1,C,B,Weissia species,UA05,SE,0.001,p/a,1
1,C,B,Weissia species,UA05,SE,0.01,p/a,1
1,C,B,Weissia species,UA05,SE,0.1,p/a,1
1,C,B,Weissia species,UA05,SE,1,p/a,1
1,C,B,Weissia species,UA05,SE,10,cover,5
1,C,B,Weissia species,UA05,x,100,cover,3
1,C,B,Weissia species,UA07,NW,0.1,p/a,1
1,C,B,Weissia species,UA07,NW,1,p/a,1
1,C,B,Weissia species,UA07,NW,10,cover,0.1
1,C,B,Weissia species,UA07,x,100,cover,0.05
1,C,B,Weissia species,UA08,NW,10,cover,1
1,C,B,Weissia species,UA08,SE,0.0001,p/a,1
1,C,B,Weissia species,UA08,SE,0.001,p/a,1
1,C,B,Weissia species,UA08,SE,0.01,p/a,1
1,C,B,Weissia species,UA08,SE,0.1,p/a,1
1,C,B,Weissia species,UA08,SE,1,p/a,1
1,C,B,Weissia species,UA08,SE,10,cover,1
1,C,B,Weissia species,UA08,x,100,cover,1
1,C,B,Weissia species,UA09,NW,10,cover,1
1,C,B,Weissia species,UA09,x,100,cover,0.5
1,C,B,Weissia species,UA10,SE,0.0001,p/a,1
1,C,B,Weissia species,UA10,SE,0.001,p/a,1
1,C,B,Weissia species,UA10,SE,0.01,p/a,1
1,C,B,Weissia species,UA10,SE,0.1,p/a,1
1,C,B,Weissia species,UA10,SE,1,p/a,1
1,C,B,Weissia species,UA10,SE,10,cover,1
1,C,B,Weissia species,UA10,x,100,cover,0.5
1,C,B,Weissia species,UA16,NW,0.1,p/a,1
1,C,B,Weissia species,UA16,NW,1,p/a,1
1,C,B,Weissia species,UA16,NW,10,cover,0.2
1,C,B,Weissia species,UA16,x,100,cover,0.1
1,C,B,Weissia species,UA17,NW,0.0001,p/a,1
1,C,B,Weissia species,UA17,NW,0.001,p/a,1
1,C,B,Weissia species,UA17,NW,0.01,p/a,1
1,C,B,Weissia species,UA17,NW,0.1,p/a,1
1,C,B,Weissia species,UA17,NW,1,p/a,1
1,C,B,Weissia species,UA17,NW,10,cover,2
1,C,B,Weissia species,UA17,SE,0.01,p/a,1
1,C,B,Weissia species,UA17,SE,0.1,p/a,1
1,C,B,Weissia species,UA17,SE,1,p/a,1
1,C,B,Weissia species,UA17,SE,10,cover,3
1,C,B,Weissia species,UA17,x,100,cover,2.5
1,C,B,Weissia species,UA18,NW,10,cover,2
1,C,B,Weissia species,UA18,SE,10,cover,1
1,C,B,Weissia species,UA18,x,100,cover,1.5
1,C,B,Weissia species,UA20,NW,0.1,p/a,1
1,C,B,Weissia species,UA20,NW,1,p/a,1
1,C,B,Weissia species,UA20,NW,10,cover,0.01
1,C,B,Weissia species,UA20,x,100,cover,0.005
1,C,L,Cladonia chlorophaea,UA04,NW,10,cover,0.3
1,C,L,Cladonia chlorophaea,UA04,x,100,cover,0.15
1,C,L,Cladonia cornuta,UA04,x,100,cover,0.1
1,C,L,Cladonia fimbriata,UA04,NW,10,cover,0.5
1,C,L,Cladonia fimbriata,UA04,x,100,cover,0.25
1,C,L,Cladonia furcata,UA04,NW,1,p/a,1
1,C,L,Cladonia furcata,UA04,NW,10,cover,1
1,C,L,Cladonia furcata,UA04,SE,10,cover,0.2
1,C,L,Cladonia furcata,UA04,x,100,cover,0.6
1,C,L,Cladonia glauca,UA04,NW,10,cover,0.3
1,C,L,Cladonia glauca,UA04,x,100,cover,0.15
1,C,L,Cladonia pyxidata,UA04,NW,0.1,p/a,1
1,C,L,Cladonia pyxidata,UA04,NW,1,p/a,1
1,C,L,Cladonia pyxidata,UA04,NW,10,cover,1
1,C,L,Cladonia pyxidata,UA04,x,100,cover,0.5
1,C,L,Cladonia subrangiformis,UA04,NW,10,cover,0.3
1,C,L,Cladonia subrangiformis,UA04,x,100,cover,0.15
1,C,L,Cladonia sulphurina,UA04,NW,10,cover,0.1
1,C,L,Cladonia sulphurina,UA04,x,100,cover,0.05
1,C,L,Collema crispum,UA12,SE,10,cover,0.1
1,C,L,Collema crispum,UA12,x,100,cover,0.05
1,C,L,Collema crispum,UA20,x,100,cover,0.1
1,C,L,Collema tenax,UA09,NW,0.1,p/a,1
1,C,L,Collema tenax,UA09,NW,1,p/a,1
1,C,L,Collema tenax,UA09,NW,10,cover,1
1,C,L,Collema tenax,UA09,SE,1,p/a,1
1,C,L,Collema tenax,UA09,SE,10,cover,1
1,C,L,Collema tenax,UA09,x,100,cover,1
1,C,L,Collema tenax,UA12,NW,0.01,p/a,1
1,C,L,Collema tenax,UA12,NW,0.1,p/a,1
1,C,L,Collema tenax,UA12,NW,1,p/a,1
1,C,L,Collema tenax,UA12,NW,10,cover,0.1
1,C,L,Collema tenax,UA12,x,100,cover,0.05
1,C,L,Collema tenax,UA20,x,100,cover,0.1
1,C,L,Endocarpon adscendens,UA08,NW,1,p/a,1
1,C,L,Endocarpon adscendens,UA08,NW,10,cover,0.1
1,C,L,Endocarpon adscendens,UA08,x,100,cover,0.05
1,C,L,Lichenes species,UA09,NW,1,p/a,1
1,C,L,Lichenes species,UA09,NW,10,cover,0.1
1,C,L,Lichenes species,UA09,SE,10,cover,0.1
1,C,L,Lichenes species,UA09,x,100,cover,0.1
1,C,L,Peltigera polydactylon,UA04,x,100,cover,0.1
1,C,L,Peltigera rufescens,UA04,NW,10,cover,0.3
1,C,L,Peltigera rufescens,UA04,x,100,cover,0.15
1,C,L,Xanthoparmelia somloensis,UA04,x,100,cover,0.1
1,H,VP,Acer negundo,UA04,x,100,cover,0.1
1,H,VP,Acer negundo,UA09,NW,1,p/a,1
1,H,VP,Acer negundo,UA09,NW,10,cover,0.1
1,H,VP,Acer negundo,UA09,x,100,cover,0.05
1,H,VP,Acer negundo,UA11,x,100,cover,0.1
1,H,VP,Acer negundo,UA12,SE,10,cover,0.1
1,H,VP,Acer negundo,UA12,x,100,cover,0.05
1,H,VP,Acer negundo,UA13,SE,10,cover,0.1
1,H,VP,Acer negundo,UA13,x,100,cover,0.05
1,H,VP,Acer negundo,UA14,NW,10,cover,0.2
1,H,VP,Acer negundo,UA14,SE,1,p/a,1
1,H,VP,Acer negundo,UA14,SE,10,cover,0.01
1,H,VP,Acer negundo,UA14,x,100,cover,0.105
1,H,VP,Acer tataricum,UA02,NW,10,cover,0.5
1,H,VP,Acer tataricum,UA02,SE,0.1,p/a,1
1,H,VP,Acer tataricum,UA02,SE,1,p/a,1
1,H,VP,Acer tataricum,UA02,SE,10,cover,0.1
1,H,VP,Acer tataricum,UA02,x,100,cover,0.3
1,H,VP,Acer tataricum,UA15,x,100,cover,0.1
1,H,VP,Achillea collina,UA03,SE,10,cover,1.5
1,H,VP,Achillea collina,UA03,x,100,cover,0.75
1,H,VP,Achillea collina,UA05,NW,10,cover,0.2
1,H,VP,Achillea collina,UA05,SE,10,cover,0.1
1,H,VP,Achillea collina,UA05,x,100,cover,0.15
1,H,VP,Achillea distans,UA03,x,100,cover,0.1
1,H,VP,Achillea distans,UA06,x,100,cover,0.1
1,H,VP,Achillea distans,UA07,NW,1,p/a,1
1,H,VP,Achillea distans,UA07,NW,10,cover,0.1
1,H,VP,Achillea distans,UA07,x,100,cover,0.05
1,H,VP,Achillea millefolium,UA01,NW,0.01,p/a,1
1,H,VP,Achillea millefolium,UA01,NW,0.1,p/a,1
1,H,VP,Achillea millefolium,UA01,NW,1,p/a,1
1,H,VP,Achillea millefolium,UA01,NW,10,cover,3
1,H,VP,Achillea millefolium,UA01,SE,0.001,p/a,1
1,H,VP,Achillea millefolium,UA01,SE,0.01,p/a,1
1,H,VP,Achillea millefolium,UA01,SE,0.1,p/a,1
1,H,VP,Achillea millefolium,UA01,SE,1,p/a,1
1,H,VP,Achillea millefolium,UA01,SE,10,cover,1
1,H,VP,Achillea millefolium,UA01,x,100,cover,2
1,H,VP,Achillea millefolium,UA02,NW,10,cover,0.5
1,H,VP,Achillea millefolium,UA02,x,100,cover,0.25
1,H,VP,Achillea millefolium,UA03,NW,10,cover,0.5
1,H,VP,Achillea millefolium,UA03,SE,0.01,p/a,1
1,H,VP,Achillea millefolium,UA03,SE,0.1,p/a,1
1,H,VP,Achillea millefolium,UA03,SE,1,p/a,1
1,H,VP,Achillea millefolium,UA03,SE,10,cover,3
1,H,VP,Achillea millefolium,UA03,x,100,cover,1.75
1,H,VP,Achillea millefolium,UA04,x,100,cover,0.1
1,H,VP,Achillea millefolium,UA06,NW,10,cover,0.5
1,H,VP,Achillea millefolium,UA06,SE,10,cover,1
1,H,VP,Achillea millefolium,UA06,x,100,cover,0.75
1,H,VP,Achillea millefolium,UA08,NW,1,p/a,1
1,H,VP,Achillea millefolium,UA08,NW,10,cover,0.5
1,H,VP,Achillea millefolium,UA08,x,100,cover,0.25
1,H,VP,Achillea millefolium,UA13,SE,1,p/a,1
1,H,VP,Achillea millefolium,UA13,SE,10,cover,0.5
1,H,VP,Achillea millefolium,UA13,x,100,cover,0.25
1,H,VP,Achillea millefolium,UA14,NW,0.0001,p/a,1
1,H,VP,Achillea millefolium,UA14,NW,0.001,p/a,1
1,H,VP,Achillea millefolium,UA14,NW,0.01,p/a,1
1,H,VP,Achillea millefolium,UA14,NW,0.1,p/a,1
1,H,VP,Achillea millefolium,UA14,NW,1,p/a,1
1,H,VP,Achillea millefolium,UA14,NW,10,cover,8
1,H,VP,Achillea millefolium,UA14,SE,0.01,p/a,1
1,H,VP,Achillea millefolium,UA14,SE,0.1,p/a,1
1,H,VP,Achillea millefolium,UA14,SE,1,p/a,1
1,H,VP,Achillea millefolium,UA14,SE,10,cover,4
1,H,VP,Achillea millefolium,UA14,x,100,cover,6
1,H,VP,Achillea millefolium,UA15,NW,0.1,p/a,1
1,H,VP,Achillea millefolium,UA15,NW,1,p/a,1
1,H,VP,Achillea millefolium,UA15,NW,10,cover,5
1,H,VP,Achillea millefolium,UA15,x,100,cover,2.5
1,H,VP,Achillea millefolium,UA16,NW,0.1,p/a,1
1,H,VP,Achillea millefolium,UA16,NW,1,p/a,1
1,H,VP,Achillea millefolium,UA16,NW,10,cover,4
1,H,VP,Achillea millefolium,UA16,x,100,cover,2
1,H,VP,Achillea millefolium,UA17,NW,10,cover,0.2
1,H,VP,Achillea millefolium,UA17,x,100,cover,0.1
1,H,VP,Achillea millefolium,UA20,NW,0.01,p/a,1
1,H,VP,Achillea millefolium,UA20,NW,0.1,p/a,1
1,H,VP,Achillea millefolium,UA20,NW,1,p/a,1
1,H,VP,Achillea millefolium,UA20,NW,10,cover,0.2
1,H,VP,Achillea millefolium,UA20,SE,1,p/a,1
1,H,VP,Achillea millefolium,UA20,SE,10,cover,0.7
1,H,VP,Achillea millefolium,UA20,x,100,cover,0.45
1,H,VP,Achillea millefolium,UA21,NW,0.1,p/a,1
1,H,VP,Achillea millefolium,UA21,NW,1,p/a,1
1,H,VP,Achillea millefolium,UA21,NW,10,cover,5
1,H,VP,Achillea millefolium,UA21,SE,1,p/a,1
1,H,VP,Achillea millefolium,UA21,SE,10,cover,1.5
1,H,VP,Achillea millefolium,UA21,x,100,cover,3.25
1,H,VP,Achillea nobilis,UA16,SE,10,cover,0.5
1,H,VP,Achillea nobilis,UA16,x,100,cover,0.25
1,H,VP,Achillea pannonica,UA03,SE,10,cover,1.5
1,H,VP,Achillea pannonica,UA03,x,100,cover,0.75
1,H,VP,Achillea pannonica,UA07,NW,10,cover,0.1
1,H,VP,Achillea pannonica,UA07,SE,0.1,p/a,1
1,H,VP,Achillea pannonica,UA07,SE,1,p/a,1
1,H,VP,Achillea pannonica,UA07,SE,10,cover,0.3
1,H,VP,Achillea pannonica,UA07,x,100,cover,0.2
1,H,VP,Achillea pannonica,UA10,NW,1,p/a,1
1,H,VP,Achillea pannonica,UA10,NW,10,cover,1.5
1,H,VP,Achillea pannonica,UA10,SE,0.1,p/a,1
1,H,VP,Achillea pannonica,UA10,SE,1,p/a,1
1,H,VP,Achillea pannonica,UA10,SE,10,cover,0.2
1,H,VP,Achillea pannonica,UA10,x,100,cover,0.85
1,H,VP,Achillea pannonica,UA11,NW,1,p/a,1
1,H,VP,Achillea pannonica,UA11,NW,10,cover,1
1,H,VP,Achillea pannonica,UA11,SE,1,p/a,1
1,H,VP,Achillea pannonica,UA11,SE,10,cover,1
1,H,VP,Achillea pannonica,UA11,x,100,cover,1
1,H,VP,Achillea pannonica,UA12,NW,10,cover,0.1
1,H,VP,Achillea pannonica,UA12,x,100,cover,0.05
1,H,VP,Achillea pannonica,UA13,NW,1,p/a,1
1,H,VP,Achillea pannonica,UA13,NW,10,cover,0.1
1,H,VP,Achillea pannonica,UA13,SE,10,cover,0.2
1,H,VP,Achillea pannonica,UA13,x,100,cover,0.15
1,H,VP,Achillea pannonica,UA15,SE,1,p/a,1
1,H,VP,Achillea pannonica,UA15,SE,10,cover,1
1,H,VP,Achillea pannonica,UA15,x,100,cover,0.5
1,H,VP,Achillea setacea,UA03,NW,10,cover,0.1
1,H,VP,Achillea setacea,UA03,x,100,cover,0.05
1,H,VP,Achillea setacea,UA07,NW,1,p/a,1
1,H,VP,Achillea setacea,UA07,NW,10,cover,0.3
1,H,VP,Achillea setacea,UA07,x,100,cover,0.15
1,H,VP,Achillea setacea,UA08,SE,1,p/a,1
1,H,VP,Achillea setacea,UA08,SE,10,cover,0.5
1,H,VP,Achillea setacea,UA08,x,100,cover,0.25
1,H,VP,Achillea setacea,UA09,x,100,cover,0.1
1,H,VP,Achillea setacea,UA13,NW,1,p/a,1
1,H,VP,Achillea setacea,UA13,NW,10,cover,0.01
1,H,VP,Achillea setacea,UA13,SE,10,cover,1
1,H,VP,Achillea setacea,UA13,x,100,cover,0.505
1,H,VP,Achillea setacea,UA16,SE,0.0001,p/a,1
1,H,VP,Achillea setacea,UA16,SE,0.001,p/a,1
1,H,VP,Achillea setacea,UA16,SE,0.01,p/a,1
1,H,VP,Achillea setacea,UA16,SE,0.1,p/a,1
1,H,VP,Achillea setacea,UA16,SE,1,p/a,1
1,H,VP,Achillea setacea,UA16,SE,10,cover,2
1,H,VP,Achillea setacea,UA16,x,100,cover,1
1,H,VP,Achillea setacea,UA17,NW,10,cover,0.3
1,H,VP,Achillea setacea,UA17,SE,0.1,p/a,1
1,H,VP,Achillea setacea,UA17,SE,1,p/a,1
1,H,VP,Achillea setacea,UA17,SE,10,cover,1
1,H,VP,Achillea setacea,UA17,x,100,cover,0.65
1,H,VP,Achillea setacea,UA18,NW,1,p/a,1
1,H,VP,Achillea setacea,UA18,NW,10,cover,0.5
1,H,VP,Achillea setacea,UA18,SE,10,cover,0.1
1,H,VP,Achillea setacea,UA18,x,100,cover,0.3
1,H,VP,Adonis vernalis,UA06,x,100,cover,0.1
1,H,VP,Adonis vernalis,UA07,NW,0.1,p/a,1
1,H,VP,Adonis vernalis,UA07,NW,1,p/a,1
1,H,VP,Adonis vernalis,UA07,NW,10,cover,1.5
1,H,VP,Adonis vernalis,UA07,SE,0.1,p/a,1
1,H,VP,Adonis vernalis,UA07,SE,1,p/a,1
1,H,VP,Adonis vernalis,UA07,SE,10,cover,3
1,H,VP,Adonis vernalis,UA07,x,100,cover,2.25
1,H,VP,Adonis vernalis,UA08,SE,10,cover,0.2
1,H,VP,Adonis vernalis,UA08,x,100,cover,0.1
1,H,VP,Adonis vernalis,UA15,NW,0.0001,p/a,1
1,H,VP,Adonis vernalis,UA15,NW,0.001,p/a,1
1,H,VP,Adonis vernalis,UA15,NW,0.01,p/a,1
1,H,VP,Adonis vernalis,UA15,NW,0.1,p/a,1
1,H,VP,Adonis vernalis,UA15,NW,1,p/a,1
1,H,VP,Adonis vernalis,UA15,NW,10,cover,6
1,H,VP,Adonis vernalis,UA15,SE,1,p/a,1
1,H,VP,Adonis vernalis,UA15,SE,10,cover,4
1,H,VP,Adonis vernalis,UA15,x,100,cover,5
1,H,VP,Adonis vernalis,UA17,NW,1,p/a,1
1,H,VP,Adonis vernalis,UA17,NW,10,cover,0.5
1,H,VP,Adonis vernalis,UA17,SE,0.1,p/a,1
1,H,VP,Adonis vernalis,UA17,SE,1,p/a,1
1,H,VP,Adonis vernalis,UA17,SE,10,cover,10
1,H,VP,Adonis vernalis,UA17,x,100,cover,5.25
1,H,VP,Adonis vernalis,UA18,SE,10,cover,0.1
1,H,VP,Adonis vernalis,UA18,x,100,cover,0.05
1,H,VP,Agrimonia eupatoria,UA01,NW,0.001,p/a,1
1,H,VP,Agrimonia eupatoria,UA01,NW,0.01,p/a,1
1,H,VP,Agrimonia eupatoria,UA01,NW,0.1,p/a,1
1,H,VP,Agrimonia eupatoria,UA01,NW,1,p/a,1
1,H,VP,Agrimonia eupatoria,UA01,NW,10,cover,40
1,H,VP,Agrimonia eupatoria,UA01,SE,0.1,p/a,1
1,H,VP,Agrimonia eupatoria,UA01,SE,1,p/a,1
1,H,VP,Agrimonia eupatoria,UA01,SE,10,cover,12
1,H,VP,Agrimonia eupatoria,UA01,x,100,cover,26
1,H,VP,Agrimonia eupatoria,UA05,SE,1,p/a,1
1,H,VP,Agrimonia eupatoria,UA05,SE,10,cover,3
1,H,VP,Agrimonia eupatoria,UA05,x,100,cover,1.5
1,H,VP,Agrimonia eupatoria,UA06,NW,10,cover,5
1,H,VP,Agrimonia eupatoria,UA06,SE,1,p/a,1
1,H,VP,Agrimonia eupatoria,UA06,SE,10,cover,1
1,H,VP,Agrimonia eupatoria,UA06,x,100,cover,3
1,H,VP,Agrimonia eupatoria,UA07,NW,10,cover,0.1
1,H,VP,Agrimonia eupatoria,UA07,SE,10,cover,0.1
1,H,VP,Agrimonia eupatoria,UA07,x,100,cover,0.1
1,H,VP,Agrimonia eupatoria,UA08,SE,0.01,p/a,1
1,H,VP,Agrimonia eupatoria,UA08,SE,0.1,p/a,1
1,H,VP,Agrimonia eupatoria,UA08,SE,1,p/a,1
1,H,VP,Agrimonia eupatoria,UA08,SE,10,cover,0.5
1,H,VP,Agrimonia eupatoria,UA08,x,100,cover,0.25
1,H,VP,Agrimonia eupatoria,UA09,NW,10,cover,0.2
1,H,VP,Agrimonia eupatoria,UA09,x,100,cover,0.1
1,H,VP,Agrimonia eupatoria,UA10,NW,10,cover,0.1
1,H,VP,Agrimonia eupatoria,UA10,x,100,cover,0.05
1,H,VP,Agrimonia eupatoria,UA11,NW,10,cover,3
1,H,VP,Agrimonia eupatoria,UA11,SE,10,cover,3
1,H,VP,Agrimonia eupatoria,UA11,x,100,cover,3
1,H,VP,Agrimonia eupatoria,UA12,NW,10,cover,0.2
1,H,VP,Agrimonia eupatoria,UA12,x,100,cover,0.1
1,H,VP,Agrimonia eupatoria,UA13,SE,10,cover,0.5
1,H,VP,Agrimonia eupatoria,UA13,x,100,cover,0.25
1,H,VP,Agrimonia eupatoria,UA14,x,100,cover,0.1
1,H,VP,Agrimonia eupatoria,UA15,NW,0.1,p/a,1
1,H,VP,Agrimonia eupatoria,UA15,NW,1,p/a,1
1,H,VP,Agrimonia eupatoria,UA15,NW,10,cover,2
1,H,VP,Agrimonia eupatoria,UA15,x,100,cover,1
1,H,VP,Agrimonia eupatoria,UA16,NW,1,p/a,1
1,H,VP,Agrimonia eupatoria,UA16,NW,10,cover,0.5
1,H,VP,Agrimonia eupatoria,UA16,x,100,cover,0.25
1,H,VP,Agrimonia eupatoria,UA17,SE,1,p/a,1
1,H,VP,Agrimonia eupatoria,UA17,SE,10,cover,0.2
1,H,VP,Agrimonia eupatoria,UA17,x,100,cover,0.1
1,H,VP,Agrimonia eupatoria,UA18,x,100,cover,0.1
1,H,VP,Agrimonia eupatoria,UA20,x,100,cover,0.1
1,H,VP,Agrimonia eupatoria,UA21,NW,10,cover,1
1,H,VP,Agrimonia eupatoria,UA21,x,100,cover,0.5
1,H,VP,Agrimonia procera,UA10,SE,10,cover,0.5
1,H,VP,Agrimonia procera,UA10,x,100,cover,0.25
1,H,VP,Agrimonia procera,UA12,x,100,cover,0.1
1,H,VP,Agrimonia procera,UA16,SE,1,p/a,1
1,H,VP,Agrimonia procera,UA16,SE,10,cover,0.2
1,H,VP,Agrimonia procera,UA16,x,100,cover,0.1
1,H,VP,Agrimonia species,UA13,x,100,cover,0.1
1,H,VP,Agropyron cristatum subsp. pectinatum,UA18,SE,10,cover,0.2
1,H,VP,Agropyron cristatum subsp. pectinatum,UA18,x,100,cover,0.1
1,H,VP,Agrostis capillaris,UA01,NW,0.1,p/a,1
1,H,VP,Agrostis capillaris,UA01,NW,1,p/a,1
1,H,VP,Agrostis capillaris,UA01,NW,10,cover,2
1,H,VP,Agrostis capillaris,UA01,SE,10,cover,3
1,H,VP,Agrostis capillaris,UA01,x,100,cover,2.5
1,H,VP,Agrostis capillaris,UA03,SE,10,cover,0.1
1,H,VP,Agrostis capillaris,UA03,x,100,cover,0.05
1,H,VP,Ailanthus altissima,UA09,SE,0.1,p/a,1
1,H,VP,Ailanthus altissima,UA09,SE,1,p/a,1
1,H,VP,Ailanthus altissima,UA09,SE,10,cover,0.1
1,H,VP,Ailanthus altissima,UA09,x,100,cover,0.05
1,H,VP,Ailanthus altissima,UA14,SE,10,cover,0.01
1,H,VP,Ailanthus altissima,UA14,x,100,cover,0.005
1,H,VP,Ajuga chamaepitys subsp. chia,UA07,x,100,cover,0.1
1,H,VP,Ajuga chamaepitys subsp. chia,UA08,NW,1,p/a,1
1,H,VP,Ajuga chamaepitys subsp. chia,UA08,NW,10,cover,0.2
1,H,VP,Ajuga chamaepitys subsp. chia,UA08,x,100,cover,0.1
1,H,VP,Ajuga chamaepitys subsp. chia,UA12,SE,1,p/a,1
1,H,VP,Ajuga chamaepitys subsp. chia,UA12,SE,10,cover,0.1
1,H,VP,Ajuga chamaepitys subsp. chia,UA12,x,100,cover,0.05
1,H,VP,Ajuga chamaepitys subsp. chia,UA13,SE,10,cover,0.2
1,H,VP,Ajuga chamaepitys subsp. chia,UA13,x,100,cover,0.1
1,H,VP,Ajuga genevensis,UA04,NW,10,cover,0.1
1,H,VP,Ajuga genevensis,UA04,SE,1,p/a,1
1,H,VP,Ajuga genevensis,UA04,SE,10,cover,1
1,H,VP,Ajuga genevensis,UA04,x,100,cover,0.55
1,H,VP,Ajuga genevensis,UA06,NW,0.1,p/a,1
1,H,VP,Ajuga genevensis,UA06,NW,1,p/a,1
1,H,VP,Ajuga genevensis,UA06,NW,10,cover,1
1,H,VP,Ajuga genevensis,UA06,x,100,cover,0.5
1,H,VP,Ajuga genevensis,UA11,SE,10,cover,0.5
1,H,VP,Ajuga genevensis,UA11,x,100,cover,0.25
1,H,VP,Ajuga genevensis,UA14,NW,10,cover,0.1
1,H,VP,Ajuga genevensis,UA14,x,100,cover,0.05
1,H,VP,Ajuga laxmannii,UA15,NW,1,p/a,1
1,H,VP,Ajuga laxmannii,UA15,NW,10,cover,1
