series,species,subplot,scale,response,value,Disturbance.Frequency,Disturbance.Severity
UA06,arenaria serpyllifolia,SE,10,cover,0.5,1.48069,0.59253
UA06,arenaria serpyllifolia,x,100,cover,0.5,1.48069,0.59253
UA07,arenaria serpyllifolia,NW,10,cover,0.01,1.48069,0.59253
UA07,arenaria serpyllifolia,SE,10,cover,0.1,1.48069,0.59253
UA07,arenaria serpyllifolia,x,100,cover,0.055,1.48069,0.59253
UA08,arenaria serpyllifolia,NW,10,cover,0.5,1.48069,0.59253
UA08,arenaria serpyllifolia,SE,0.01,p/a,1,1.48069,0.59253
UA08,arenaria serpyllifolia,SE,0.1,p/a,1,1.48069,0.59253
UA08,arenaria serpyllifolia,SE,1,p/a,1,1.48069,0.59253
UA08,arenaria serpyllifolia,SE,10,cover,1,1.48069,0.59253
UA08,arenaria serpyllifolia,x,100,cover,0.75,1.48069,0.59253
UA09,arenaria serpyllifolia,NW,1,p/a,1,1.48069,0.59253
UA09,arenaria serpyllifolia,NW,10,cover,0.1,1.48069,0.59253
UA09,arenaria serpyllifolia,SE,1,p/a,1,1.48069,0.59253
UA09,arenaria serpyllifolia,SE,10,cover,0.3,1.48069,0.59253
UA09,arenaria serpyllifolia,x,100,cover,0.2,1.48069,0.59253
UA12,arenaria serpyllifolia,NW,10,cover,0.02,1.48069,0.59253
UA12,arenaria serpyllifolia,SE,1e-4,p/a,1,1.48069,0.59253
UA12,arenaria serpyllifolia,SE,0.001,p/a,1,1.48069,0.59253
UA12,arenaria serpyllifolia,SE,0.01,p/a,1,1.48069,0.59253
UA12,arenaria serpyllifolia,SE,0.1,p/a,1,1.48069,0.59253
UA12,arenaria serpyllifolia,SE,1,p/a,1,1.48069,0.59253
UA12,arenaria serpyllifolia,SE,10,cover,8,1.48069,0.59253
UA12,arenaria serpyllifolia,x,100,cover,4.01,1.48069,0.59253
UA14,arenaria serpyllifolia,SE,10,cover,0.5,1.48069,0.59253
UA14,arenaria serpyllifolia,x,100,cover,0.25,1.48069,0.59253
UA15,arenaria serpyllifolia,SE,1e-4,p/a,1,1.48069,0.59253
UA15,arenaria serpyllifolia,SE,0.001,p/a,1,1.48069,0.59253
UA15,arenaria serpyllifolia,SE,0.01,p/a,1,1.48069,0.59253
UA15,arenaria serpyllifolia,SE,0.1,p/a,1,1.48069,0.59253
UA15,arenaria serpyllifolia,SE,1,p/a,1,1.48069,0.59253
UA15,arenaria serpyllifolia,SE,10,cover,0.5,1.48069,0.59253
UA15,arenaria serpyllifolia,x,100,cover,0.25,1.48069,0.59253
UA16,arenaria serpyllifolia,NW,0.1,p/a,1,1.48069,0.59253
UA16,arenaria serpyllifolia,NW,1,p/a,1,1.48069,0.59253
UA16,arenaria serpyllifolia,NW,10,cover,1,1.48069,0.59253
UA16,arenaria serpyllifolia,SE,10,cover,0.1,1.48069,0.59253
UA16,arenaria serpyllifolia,x,100,cover,0.55,1.48069,0.59253
UA18,arenaria serpyllifolia,NW,0.01,p/a,1,1.48069,0.59253
UA18,arenaria serpyllifolia,NW,0.1,p/a,1,1.48069,0.59253
UA18,arenaria serpyllifolia,NW,1,p/a,1,1.48069,0.59253
UA18,arenaria serpyllifolia,NW,10,cover,0.2,1.48069,0.59253
UA18,arenaria serpyllifolia,x,100,cover,0.1,1.48069,0.59253
UA20,arenaria serpyllifolia,NW,0.1,p/a,1,1.48069,0.59253
UA20,arenaria serpyllifolia,NW,1,p/a,1,1.48069,0.59253
UA20,arenaria serpyllifolia,NW,10,cover,0.2,1.48069,0.59253
UA20,arenaria serpyllifolia,SE,10,cover,0.1,1.48069,0.59253
UA20,arenaria serpyllifolia,x,100,cover,0.15,1.48069,0.59253
UA21,arenaria serpyllifolia,NW,0.01,p/a,1,1.48069,0.59253
UA21,arenaria serpyllifolia,NW,0.1,p/a,1,1.48069,0.59253
UA21,arenaria serpyllifolia,NW,1,p/a,1,1.48069,0.59253
UA21,arenaria serpyllifolia,NW,10,cover,0.3,1.48069,0.59253
UA21,arenaria serpyllifolia,x,100,cover,0.15,1.48069,0.59253
UA01,arrhenatherum elatius,SE,10,cover,0.2,1.1288,0.52944
UA01,arrhenatherum elatius,x,100,cover,0.1,1.1288,0.52944
UA03,artemisia absinthium,x,100,cover,0.1,1.22866,0.70688
UA04,artemisia absinthium,SE,10,cover,0.2,1.22866,0.70688
UA04,artemisia absinthium,x,100,cover,0.1,1.22866,0.70688
UA14,artemisia absinthium,x,100,cover,0.1,1.22866,0.70688
UA16,artemisia absinthium,NW,10,cover,0.01,1.22866,0.70688
UA16,artemisia absinthium,SE,10,cover,0.1,1.22866,0.70688
UA16,artemisia absinthium,x,100,cover,0.055,1.22866,0.70688
UA04,artemisia austriaca,NW,1,p/a,1,1.34759,0.56469
UA04,artemisia austriaca,NW,10,cover,2,1.34759,0.56469
UA04,artemisia austriaca,x,100,cover,1,1.34759,0.56469
UA07,artemisia austriaca,NW,1,p/a,1,1.34759,0.56469
UA07,artemisia austriaca,NW,10,cover,0.5,1.34759,0.56469
UA07,artemisia austriaca,SE,0.1,p/a,1,1.34759,0.56469
UA07,artemisia austriaca,SE,1,p/a,1,1.34759,0.56469
UA07,artemisia austriaca,SE,10,cover,0.5,1.34759,0.56469
UA07,artemisia austriaca,x,100,cover,0.5,1.34759,0.56469
UA08,artemisia austriaca,NW,10,cover,0.5,1.34759,0.56469
UA08,artemisia austriaca,x,100,cover,0.25,1.34759,0.56469
UA09,artemisia austriaca,x,100,cover,0.1,1.34759,0.56469
UA14,artemisia austriaca,NW,1,p/a,1,1.34759,0.56469
UA14,artemisia austriaca,NW,10,cover,0.1,1.34759,0.56469
UA14,artemisia austriaca,x,100,cover,0.05,1.34759,0.56469
UA04,artemisia campestris,x,100,cover,0.1,1.33588,0.47826
UA19,artemisia campestris,NW,0.001,p/a,1,1.33588,0.47826
UA19,artemisia campestris,NW,0.01,p/a,1,1.33588,0.47826
UA19,artemisia campestris,NW,0.1,p/a,1,1.33588,0.47826
UA19,artemisia campestris,NW,1,p/a,1,1.33588,0.47826
UA19,artemisia campestris,NW,10,cover,8,1.33588,0.47826
UA19,artemisia campestris,x,100,cover,4,1.33588,0.47826
UA20,artemisia campestris,SE,10,cover,0.4,1.33588,0.47826
UA20,artemisia campestris,x,100,cover,0.2,1.33588,0.47826
UA18,artemisia scoparia,x,100,cover,0.1,1.46669,0.62727
UA05,asparagus officinalis,x,100,cover,0.1,0.76702,0.53308
UA06,asparagus officinalis,x,100,cover,0.1,0.76702,0.53308
UA01,asperula cynanchica,NW,1e-4,p/a,1,1.06025,0.48171
UA01,asperula cynanchica,NW,0.001,p/a,1,1.06025,0.48171
UA01,asperula cynanchica,NW,0.01,p/a,1,1.06025,0.48171
UA01,asperula cynanchica,NW,0.1,p/a,1,1.06025,0.48171
UA01,asperula cynanchica,NW,1,p/a,1,1.06025,0.48171
UA01,asperula cynanchica,NW,10,cover,15,1.06025,0.48171
UA01,asperula cynanchica,SE,1e-4,p/a,1,1.06025,0.48171
UA01,asperula cynanchica,SE,0.001,p/a,1,1.06025,0.48171
UA01,asperula cynanchica,SE,0.01,p/a,1,1.06025,0.48171
UA01,asperula cynanchica,SE,0.1,p/a,1,1.06025,0.48171
UA01,asperula cynanchica,SE,1,p/a,1,1.06025,0.48171
UA01,asperula cynanchica,SE,10,cover,1,1.06025,0.48171
UA01,asperula cynanchica,x,100,cover,8,1.06025,0.48171
UA02,asperula cynanchica,NW,1,p/a,1,1.06025,0.48171
UA02,asperula cynanchica,NW,10,cover,2,1.06025,0.48171
UA02,asperula cynanchica,SE,0.01,p/a,1,1.06025,0.48171
UA02,asperula cynanchica,SE,0.1,p/a,1,1.06025,0.48171
UA02,asperula cynanchica,SE,1,p/a,1,1.06025,0.48171
UA02,asperula cynanchica,SE,10,cover,2,1.06025,0.48171
UA02,asperula cynanchica,x,100,cover,2,1.06025,0.48171
UA03,asperula cynanchica,NW,10,cover,1,1.06025,0.48171
UA03,asperula cynanchica,SE,10,cover,0.2,1.06025,0.48171
UA03,asperula cynanchica,x,100,cover,0.6,1.06025,0.48171
UA04,asperula cynanchica,SE,1,p/a,1,1.06025,0.48171
UA04,asperula cynanchica,SE,10,cover,0.5,1.06025,0.48171
UA04,asperula cynanchica,x,100,cover,0.25,1.06025,0.48171
UA05,asperula cynanchica,NW,0.1,p/a,1,1.06025,0.48171
UA05,asperula cynanchica,NW,1,p/a,1,1.06025,0.48171
UA05,asperula cynanchica,NW,10,cover,1,1.06025,0.48171
UA05,asperula cynanchica,SE,10,cover,2,1.06025,0.48171
UA05,asperula cynanchica,x,100,cover,1.5,1.06025,0.48171
UA07,asperula cynanchica,NW,1e-4,p/a,1,1.06025,0.48171
UA07,asperula cynanchica,NW,0.001,p/a,1,1.06025,0.48171
UA07,asperula cynanchica,NW,0.01,p/a,1,1.06025,0.48171
UA07,asperula cynanchica,NW,0.1,p/a,1,1.06025,0.48171
UA07,asperula cynanchica,NW,1,p/a,1,1.06025,0.48171
UA07,asperula cynanchica,NW,10,cover,18,1.06025,0.48171
UA07,asperula cynanchica,SE,10,cover,0.7,1.06025,0.48171
UA07,asperula cynanchica,x,100,cover,9.35,1.06025,0.48171
UA08,asperula cynanchica,NW,1e-4,p/a,1,1.06025,0.48171
UA08,asperula cynanchica,NW,0.001,p/a,1,1.06025,0.48171
UA08,asperula cynanchica,NW,0.01,p/a,1,1.06025,0.48171
UA08,asperula cynanchica,NW,0.1,p/a,1,1.06025,0.48171
UA08,asperula cynanchica,NW,1,p/a,1,1.06025,0.48171
UA08,asperula cynanchica,NW,10,cover,2.5,1.06025,0.48171
UA08,asperula cynanchica,SE,0.1,p/a,1,1.06025,0.48171
UA08,asperula cynanchica,SE,1,p/a,1,1.06025,0.48171
UA08,asperula cynanchica,SE,10,cover,2,1.06025,0.48171
UA08,asperula cynanchica,x,100,cover,2.25,1.06025,0.48171
UA09,asperula cynanchica,NW,1,p/a,1,1.06025,0.48171
UA09,asperula cynanchica,NW,10,cover,2,1.06025,0.48171
UA09,asperula cynanchica,SE,1,p/a,1,1.06025,0.48171
UA09,asperula cynanchica,SE,10,cover,2,1.06025,0.48171
UA09,asperula cynanchica,x,100,cover,2,1.06025,0.48171
UA10,asperula cynanchica,NW,1,p/a,1,1.06025,0.48171
UA10,asperula cynanchica,NW,10,cover,1,1.06025,0.48171
UA10,asperula cynanchica,SE,0.1,p/a,1,1.06025,0.48171
UA10,asperula cynanchica,SE,1,p/a,1,1.06025,0.48171
UA10,asperula cynanchica,SE,10,cover,0.5,1.06025,0.48171
UA10,asperula cynanchica,x,100,cover,0.75,1.06025,0.48171
UA11,asperula cynanchica,NW,0.1,p/a,1,1.06025,0.48171
UA11,asperula cynanchica,NW,1,p/a,1,1.06025,0.48171
UA11,asperula cynanchica,NW,10,cover,1,1.06025,0.48171
UA11,asperula cynanchica,SE,0.001,p/a,1,1.06025,0.48171
UA11,asperula cynanchica,SE,0.01,p/a,1,1.06025,0.48171
UA11,asperula cynanchica,SE,0.1,p/a,1,1.06025,0.48171
UA11,asperula cynanchica,SE,1,p/a,1,1.06025,0.48171
UA11,asperula cynanchica,SE,10,cover,1,1.06025,0.48171
UA11,asperula cynanchica,x,100,cover,1,1.06025,0.48171
UA12,asperula cynanchica,NW,0.1,p/a,1,1.06025,0.48171
UA12,asperula cynanchica,NW,1,p/a,1,1.06025,0.48171
UA12,asperula cynanchica,NW,10,cover,1,1.06025,0.48171
UA12,asperula cynanchica,SE,10,cover,0.1,1.06025,0.48171
UA12,asperula cynanchica,x,100,cover,0.55,1.06025,0.48171
UA13,asperula cynanchica,NW,0.1,p/a,1,1.06025,0.48171
UA13,asperula cynanchica,NW,1,p/a,1,1.06025,0.48171
UA13,asperula cynanchica,NW,10,cover,0.5,1.06025,0.48171
UA13,asperula cynanchica,SE,0.01,p/a,1,1.06025,0.48171
UA13,asperula cynanchica,SE,0.1,p/a,1,1.06025,0.48171
UA13,asperula cynanchica,SE,1,p/a,1,1.06025,0.48171
UA13,asperula cynanchica,SE,10,cover,2,1.06025,0.48171
UA13,asperula cynanchica,x,100,cover,1.25,1.06025,0.48171
UA14,asperula cynanchica,NW,1,p/a,1,1.06025,0.48171
UA14,asperula cynanchica,NW,10,cover,0.5,1.06025,0.48171
UA14,asperula cynanchica,SE,0.1,p/a,1,1.06025,0.48171
UA14,asperula cynanchica,SE,1,p/a,1,1.06025,0.48171
UA14,asperula cynanchica,SE,10,cover,1,1.06025,0.48171
UA14,asperula cynanchica,x,100,cover,0.75,1.06025,0.48171
UA15,asperula cynanchica,SE,1,p/a,1,1.06025,0.48171
UA15,asperula cynanchica,SE,10,cover,0.5,1.06025,0.48171
UA15,asperula cynanchica,x,100,cover,0.25,1.06025,0.48171
UA17,asperula cynanchica,NW,0.01,p/a,1,1.06025,0.48171
UA17,asperula cynanchica,NW,0.1,p/a,1,1.06025,0.48171
UA17,asperula cynanchica,NW,1,p/a,1,1.06025,0.48171
UA17,asperula cynanchica,NW,10,cover,0.8,1.06025,0.48171
UA17,asperula cynanchica,SE,0.01,p/a,1,1.06025,0.48171
UA17,asperula cynanchica,SE,0.1,p/a,1,1.06025,0.48171
UA17,asperula cynanchica,SE,1,p/a,1,1.06025,0.48171
UA17,asperula cynanchica,SE,10,cover,2,1.06025,0.48171
UA17,asperula cynanchica,x,100,cover,1.4,1.06025,0.48171
UA18,asperula cynanchica,NW,0.001,p/a,1,1.06025,0.48171
UA18,asperula cynanchica,NW,0.01,p/a,1,1.06025,0.48171
UA18,asperula cynanchica,NW,0.1,p/a,1,1.06025,0.48171
UA18,asperula cynanchica,NW,1,p/a,1,1.06025,0.48171
UA18,asperula cynanchica,NW,10,cover,1,1.06025,0.48171
UA18,asperula cynanchica,SE,1,p/a,1,1.06025,0.48171
UA18,asperula cynanchica,SE,10,cover,0.5,1.06025,0.48171
UA18,asperula cynanchica,x,100,cover,0.75,1.06025,0.48171
UA19,asperula cynanchica,NW,10,cover,2,1.06025,0.48171
UA19,asperula cynanchica,SE,10,cover,0.2,1.06025,0.48171
UA19,asperula cynanchica,x,100,cover,1.1,1.06025,0.48171
UA20,asperula cynanchica,NW,0.1,p/a,1,1.06025,0.48171
UA20,asperula cynanchica,NW,1,p/a,1,1.06025,0.48171
UA20,asperula cynanchica,NW,10,cover,0.2,1.06025,0.48171
UA20,asperula cynanchica,SE,0.1,p/a,1,1.06025,0.48171
UA20,asperula cynanchica,SE,1,p/a,1,1.06025,0.48171
UA20,asperula cynanchica,SE,10,cover,0.5,1.06025,0.48171
UA20,asperula cynanchica,x,100,cover,0.35,1.06025,0.48171
UA21,asperula cynanchica,NW,0.001,p/a,1,1.06025,0.48171
UA21,asperula cynanchica,NW,0.01,p/a,1,1.06025,0.48171
UA21,asperula cynanchica,NW,0.1,p/a,1,1.06025,0.48171
UA21,asperula cynanchica,NW,1,p/a,1,1.06025,0.48171
UA21,asperula cynanchica,NW,10,cover,2,1.06025,0.48171
UA21,asperula cynanchica,SE,0.1,p/a,1,1.06025,0.48171
UA21,asperula cynanchica,SE,1,p/a,1,1.06025,0.48171
UA21,asperula cynanchica,SE,10,cover,0.8,1.06025,0.48171
UA21,asperula cynanchica,x,100,cover,1.4,1.06025,0.48171
UA20,asperula rumelica,NW,10,cover,0.2,0.84924,0.49615
UA20,asperula rumelica,SE,10,cover,0.1,0.84924,0.49615
UA20,asperula rumelica,x,100,cover,0.15,0.84924,0.49615
UA09,asplenium ruta-muraria,x,100,cover,0.1,0.33987,0.48324
UA04,asplenium septentrionale,NW,10,cover,0.1,0.56425,0.39415
UA04,asplenium septentrionale,x,100,cover,0.05,0.56425,0.39415
UA04,asplenium trichomanes,NW,10,cover,0.1,0.13579,0.61555
UA04,asplenium trichomanes,x,100,cover,0.05,0.13579,0.61555
UA06,aster amellus,x,100,cover,0.1,0.66827,0.51586
UA15,aster amellus,NW,0.1,p/a,1,0.66827,0.51586
UA15,aster amellus,NW,1,p/a,1,0.66827,0.51586
UA15,aster amellus,NW,10,cover,12,0.66827,0.51586
UA15,aster amellus,SE,0.1,p/a,1,0.66827,0.51586
UA15,aster amellus,SE,1,p/a,1,0.66827,0.51586
UA15,aster amellus,SE,10,cover,2,0.66827,0.51586
UA15,aster amellus,x,100,cover,7,0.66827,0.51586
UA17,aster amellus,NW,10,cover,0.2,0.66827,0.51586
UA17,aster amellus,SE,1,p/a,1,0.66827,0.51586
UA17,aster amellus,SE,10,cover,1,0.66827,0.51586
UA17,aster amellus,x,100,cover,0.6,0.66827,0.51586
UA07,astragalus austriacus,NW,1,p/a,1,1.74399,0.487
UA07,astragalus austriacus,NW,10,cover,0.01,1.74399,0.487
UA07,astragalus austriacus,SE,1e-4,p/a,1,1.74399,0.487
UA07,astragalus austriacus,SE,0.001,p/a,1,1.74399,0.487
UA07,astragalus austriacus,SE,0.01,p/a,1,1.74399,0.487
UA07,astragalus austriacus,SE,0.1,p/a,1,1.74399,0.487
UA07,astragalus austriacus,SE,1,p/a,1,1.74399,0.487
UA07,astragalus austriacus,SE,10,cover,0.5,1.74399,0.487
UA07,astragalus austriacus,x,100,cover,0.255,1.74399,0.487
UA08,astragalus austriacus,NW,10,cover,0.5,1.74399,0.487
UA08,astragalus austriacus,SE,10,cover,0.2,1.74399,0.487
UA08,astragalus austriacus,x,100,cover,0.35,1.74399,0.487
UA09,astragalus austriacus,x,100,cover,0.1,1.74399,0.487
UA10,astragalus austriacus,SE,10,cover,0.2,1.74399,0.487
UA10,astragalus austriacus,x,100,cover,0.1,1.74399,0.487
UA11,astragalus austriacus,SE,10,cover,1,1.74399,0.487
UA11,astragalus austriacus,x,100,cover,0.5,1.74399,0.487
UA13,astragalus austriacus,NW,1,p/a,1,1.74399,0.487
UA13,astragalus austriacus,NW,10,cover,0.02,1.74399,0.487
UA13,astragalus austriacus,x,100,cover,0.01,1.74399,0.487
UA14,astragalus austriacus,NW,10,cover,0.2,1.74399,0.487
UA14,astragalus austriacus,SE,10,cover,0.5,1.74399,0.487
UA14,astragalus austriacus,x,100,cover,0.35,1.74399,0.487
UA17,astragalus austriacus,NW,1,p/a,1,1.74399,0.487
UA17,astragalus austriacus,NW,10,cover,0.2,1.74399,0.487
UA17,astragalus austriacus,SE,1,p/a,1,1.74399,0.487
UA17,astragalus austriacus,SE,10,cover,0.5,1.74399,0.487
UA17,astragalus austriacus,x,100,cover,0.35,1.74399,0.487
UA18,astragalus austriacus,NW,1,p/a,1,1.74399,0.487
UA18,astragalus austriacus,NW,10,cover,1,1.74399,0.487
UA18,astragalus austriacus,SE,0.01,p/a,1,1.74399,0.487
UA18,astragalus austriacus,SE,0.1,p/a,1,1.74399,0.487
UA18,astragalus austriacus,SE,1,p/a,1,1.74399,0.487
UA18,astragalus austriacus,SE,10,cover,1,1.74399,0.487
UA18,astragalus austriacus,x,100,cover,1,1.74399,0.487
UA20,astragalus austriacus,NW,10,cover,0.1,1.74399,0.487
UA20,astragalus austriacus,SE,1,p/a,1,1.74399,0.487
UA20,astragalus austriacus,SE,10,cover,0.1,1.74399,0.487
UA20,astragalus austriacus,x,100,cover,0.1,1.74399,0.487
UA21,astragalus austriacus,SE,10,cover,0.5,1.74399,0.487
UA21,astragalus austriacus,x,100,cover,0.25,1.74399,0.487
UA06,astragalus glycyphyllos,SE,10,cover,0.5,0.18109,0.6392
UA06,astragalus glycyphyllos,x,100,cover,0.25,0.18109,0.6392
UA08,astragalus onobrychis,NW,1,p/a,1,1.38734,0.49617
UA08,astragalus onobrychis,NW,10,cover,1,1.38734,0.49617
UA08,astragalus onobrychis,SE,10,cover,0.5,1.38734,0.49617
UA08,astragalus onobrychis,x,100,cover,0.75,1.38734,0.49617
UA09,astragalus onobrychis,x,100,cover,0.1,1.38734,0.49617
UA10,astragalus onobrychis,NW,0.1,p/a,1,1.38734,0.49617
UA10,astragalus onobrychis,NW,1,p/a,1,1.38734,0.49617
UA10,astragalus onobrychis,NW,10,cover,30,1.38734,0.49617
UA10,astragalus onobrychis,SE,1,p/a,1,1.38734,0.49617
UA10,astragalus onobrychis,SE,10,cover,1,1.38734,0.49617
UA10,astragalus onobrychis,x,100,cover,15.5,1.38734,0.49617
UA11,astragalus onobrychis,SE,10,cover,0.5,1.38734,0.49617
UA11,astragalus onobrychis,x,100,cover,0.25,1.38734,0.49617
UA12,astragalus onobrychis,NW,1e-4,p/a,1,1.38734,0.49617
UA12,astragalus onobrychis,NW,0.001,p/a,1,1.38734,0.49617
UA12,astragalus onobrychis,NW,0.01,p/a,1,1.38734,0.49617
UA12,astragalus onobrychis,NW,0.1,p/a,1,1.38734,0.49617
UA12,astragalus onobrychis,NW,1,p/a,1,1.38734,0.49617
UA12,astragalus onobrychis,NW,10,cover,15,1.38734,0.49617
UA12,astragalus onobrychis,x,100,cover,7.5,1.38734,0.49617
UA13,astragalus onobrychis,NW,10,cover,0.1,1.38734,0.49617
UA13,astragalus onobrychis,SE,1,p/a,1,1.38734,0.49617
UA13,astragalus onobrychis,SE,10,cover,3,1.38734,0.49617
UA13,astragalus onobrychis,x,100,cover,1.55,1.38734,0.49617
UA14,astragalus onobrychis,NW,1,p/a,1,1.38734,0.49617
UA14,astragalus onobrychis,NW,10,cover,1,1.38734,0.49617
UA14,astragalus onobrychis,SE,0.1,p/a,1,1.38734,0.49617
UA14,astragalus onobrychis,SE,1,p/a,1,1.38734,0.49617
UA14,astragalus onobrychis,SE,10,cover,8,1.38734,0.49617
UA14,astragalus onobrychis,x,100,cover,4.5,1.38734,0.49617
UA15,astragalus onobrychis,x,100,cover,0.1,1.38734,0.49617
UA18,astragalus onobrychis,NW,10,cover,2,1.38734,0.49617
UA18,astragalus onobrychis,SE,0.01,p/a,1,1.38734,0.49617
UA18,astragalus onobrychis,SE,0.1,p/a,1,1.38734,0.49617
UA18,astragalus onobrychis,SE,1,p/a,1,1.38734,0.49617
UA18,astragalus onobrychis,SE,10,cover,8,1.38734,0.49617
UA18,astragalus onobrychis,x,100,cover,5,1.38734,0.49617
UA19,astragalus onobrychis,NW,10,cover,0.5,1.38734,0.49617
UA19,astragalus onobrychis,x,100,cover,0.25,1.38734,0.49617
UA20,astragalus onobrychis,NW,10,cover,0.2,1.38734,0.49617
UA20,astragalus onobrychis,x,100,cover,0.1,1.38734,0.49617
UA21,astragalus onobrychis,NW,1,p/a,1,1.38734,0.49617
UA21,astragalus onobrychis,NW,10,cover,1,1.38734,0.49617
UA21,astragalus onobrychis,SE,10,cover,0.1,1.38734,0.49617
UA21,astragalus onobrychis,x,100,cover,0.55,1.38734,0.49617
UA07,asyneuma canescens,NW,10,cover,0.05,1.16317,0.44895
UA07,asyneuma canescens,x,100,cover,0.025,1.16317,0.44895
UA08,asyneuma canescens,x,100,cover,0.1,1.16317,0.44895
UA09,asyneuma canescens,NW,1,p/a,1,1.16317,0.44895
UA09,asyneuma canescens,NW,10,cover,4,1.16317,0.44895
UA09,asyneuma canescens,SE,10,cover,1,1.16317,0.44895
UA09,asyneuma canescens,x,100,cover,2.5,1.16317,0.44895
UA11,asyneuma canescens,SE,10,cover,0.1,1.16317,0.44895
UA11,asyneuma canescens,x,100,cover,0.05,1.16317,0.44895
UA13,asyneuma canescens,SE,10,cover,0.5,1.16317,0.44895
UA13,asyneuma canescens,x,100,cover,0.25,1.16317,0.44895
UA17,asyneuma canescens,NW,10,cover,0.2,1.16317,0.44895
UA17,asyneuma canescens,SE,10,cover,0.5,1.16317,0.44895
UA17,asyneuma canescens,x,100,cover,0.35,1.16317,0.44895
UA19,bassia prostrata,SE,10,cover,0.5,1.92765,0.5017
UA19,bassia prostrata,x,100,cover,0.25,1.92765,0.5017
UA02,berteroa incana,SE,1,p/a,1,1.25863,0.6477
UA02,berteroa incana,SE,10,cover,0.2,1.25863,0.6477
UA02,berteroa incana,x,100,cover,0.1,1.25863,0.6477
UA03,berteroa incana,NW,10,cover,0.1,1.25863,0.6477
UA03,berteroa incana,x,100,cover,0.05,1.25863,0.6477
UA04,berteroa incana,NW,1,p/a,1,1.25863,0.6477
UA04,berteroa incana,NW,10,cover,0.1,1.25863,0.6477
UA04,berteroa incana,SE,1,p/a,1,1.25863,0.6477
UA04,berteroa incana,SE,10,cover,0.1,1.25863,0.6477
UA04,berteroa incana,x,100,cover,0.1,1.25863,0.6477
UA05,bothriochloa ischaemum,NW,1e-4,p/a,1,1.29563,0.50497
UA05,bothriochloa ischaemum,NW,0.001,p/a,1,1.29563,0.50497
UA05,bothriochloa ischaemum,NW,0.01,p/a,1,1.29563,0.50497
UA05,bothriochloa ischaemum,NW,0.1,p/a,1,1.29563,0.50497
UA05,bothriochloa ischaemum,NW,1,p/a,1,1.29563,0.50497
UA05,bothriochloa ischaemum,NW,10,cover,25,1.29563,0.50497
UA05,bothriochloa ischaemum,SE,10,cover,1,1.29563,0.50497
UA05,bothriochloa ischaemum,x,100,cover,13,1.29563,0.50497
UA06,bothriochloa ischaemum,NW,0.001,p/a,1,1.29563,0.50497
UA06,bothriochloa ischaemum,NW,0.01,p/a,1,1.29563,0.50497
UA06,bothriochloa ischaemum,NW,0.1,p/a,1,1.29563,0.50497
UA06,bothriochloa ischaemum,NW,1,p/a,1,1.29563,0.50497
UA06,bothriochloa ischaemum,NW,10,cover,0.5,1.29563,0.50497
UA06,bothriochloa ischaemum,SE,0.01,p/a,1,1.29563,0.50497
UA06,bothriochloa ischaemum,SE,0.1,p/a,1,1.29563,0.50497
UA06,bothriochloa ischaemum,SE,1,p/a,1,1.29563,0.50497
UA06,bothriochloa ischaemum,SE,10,cover,2,1.29563,0.50497
UA06,bothriochloa ischaemum,x,100,cover,1.25,1.29563,0.50497
UA07,bothriochloa ischaemum,NW,0.1,p/a,1,1.29563,0.50497
UA07,bothriochloa ischaemum,NW,1,p/a,1,1.29563,0.50497
UA07,bothriochloa ischaemum,NW,10,cover,3,1.29563,0.50497
UA07,bothriochloa ischaemum,SE,1e-4,p/a,1,1.29563,0.50497
UA07,bothriochloa ischaemum,SE,0.001,p/a,1,1.29563,0.50497
UA07,bothriochloa ischaemum,SE,0.01,p/a,1,1.29563,0.50497
UA07,bothriochloa ischaemum,SE,0.1,p/a,1,1.29563,0.50497
UA07,bothriochloa ischaemum,SE,1,p/a,1,1.29563,0.50497
UA07,bothriochloa ischaemum,SE,10,cover,5,1.29563,0.50497
UA07,bothriochloa ischaemum,x,100,cover,4,1.29563,0.50497
UA08,bothriochloa ischaemum,NW,1e-4,p/a,1,1.29563,0.50497
UA08,bothriochloa ischaemum,NW,0.001,p/a,1,1.29563,0.50497
UA08,bothriochloa ischaemum,NW,0.01,p/a,1,1.29563,0.50497
UA08,bothriochloa ischaemum,NW,0.1,p/a,1,1.29563,0.50497
UA08,bothriochloa ischaemum,NW,1,p/a,1,1.29563,0.50497
UA08,bothriochloa ischaemum,NW,10,cover,18,1.29563,0.50497
UA08,bothriochloa ischaemum,SE,0.01,p/a,1,1.29563,0.50497
UA08,bothriochloa ischaemum,SE,0.1,p/a,1,1.29563,0.50497
UA08,bothriochloa ischaemum,SE,1,p/a,1,1.29563,0.50497
UA08,bothriochloa ischaemum,SE,10,cover,40,1.29563,0.50497
UA08,bothriochloa ischaemum,x,100,cover,29,1.29563,0.50497
UA09,bothriochloa ischaemum,NW,0.1,p/a,1,1.29563,0.50497
UA09,bothriochloa ischaemum,NW,1,p/a,1,1.29563,0.50497
UA09,bothriochloa ischaemum,NW,10,cover,5,1.29563,0.50497
UA09,bothriochloa ischaemum,SE,1e-4,p/a,1,1.29563,0.50497
UA09,bothriochloa ischaemum,SE,0.001,p/a,1,1.29563,0.50497
UA09,bothriochloa ischaemum,SE,0.01,p/a,1,1.29563,0.50497
UA09,bothriochloa ischaemum,SE,0.1,p/a,1,1.29563,0.50497
