series,species,subplot,scale,response,value
UA13,asperula cynanchica,NW,0.1,p/a,1
UA13,asperula cynanchica,NW,1,p/a,1
UA13,asperula cynanchica,NW,10,cover,0.5
UA13,asperula cynanchica,SE,0.01,p/a,1
UA13,asperula cynanchica,SE,0.1,p/a,1
UA13,asperula cynanchica,SE,1,p/a,1
UA13,asperula cynanchica,SE,10,cover,2
UA13,asperula cynanchica,x,100,cover,1.25
UA14,asperula cynanchica,NW,1,p/a,1
UA14,asperula cynanchica,NW,10,cover,0.5
UA14,asperula cynanchica,SE,0.1,p/a,1
UA14,asperula cynanchica,SE,1,p/a,1
UA14,asperula cynanchica,SE,10,cover,1
UA14,asperula cynanchica,x,100,cover,0.75
UA15,asperula cynanchica,SE,1,p/a,1
UA15,asperula cynanchica,SE,10,cover,0.5
UA15,asperula cynanchica,x,100,cover,0.25
UA17,asperula cynanchica,NW,0.01,p/a,1
UA17,asperula cynanchica,NW,0.1,p/a,1
UA17,asperula cynanchica,NW,1,p/a,1
UA17,asperula cynanchica,NW,10,cover,0.8
UA17,asperula cynanchica,SE,0.01,p/a,1
UA17,asperula cynanchica,SE,0.1,p/a,1
UA17,asperula cynanchica,SE,1,p/a,1
UA17,asperula cynanchica,SE,10,cover,2
UA17,asperula cynanchica,x,100,cover,1.4
UA18,asperula cynanchica,NW,0.001,p/a,1
UA18,asperula cynanchica,NW,0.01,p/a,1
UA18,asperula cynanchica,NW,0.1,p/a,1
UA18,asperula cynanchica,NW,1,p/a,1
UA18,asperula cynanchica,NW,10,cover,1
UA18,asperula cynanchica,SE,1,p/a,1
UA18,asperula cynanchica,SE,10,cover,0.5
UA18,asperula cynanchica,x,100,cover,0.75
UA19,asperula cynanchica,NW,10,cover,2
UA19,asperula cynanchica,SE,10,cover,0.2
UA19,asperula cynanchica,x,100,cover,1.1
UA20,asperula cynanchica,NW,0.1,p/a,1
UA20,asperula cynanchica,NW,1,p/a,1
UA20,asperula cynanchica,NW,10,cover,0.2
UA20,asperula cynanchica,SE,0.1,p/a,1
UA20,asperula cynanchica,SE,1,p/a,1
UA20,asperula cynanchica,SE,10,cover,0.5
UA20,asperula cynanchica,x,100,cover,0.35
UA21,asperula cynanchica,NW,0.001,p/a,1
UA21,asperula cynanchica,NW,0.01,p/a,1
UA21,asperula cynanchica,NW,0.1,p/a,1
UA21,asperula cynanchica,NW,1,p/a,1
UA21,asperula cynanchica,NW,10,cover,2
UA21,asperula cynanchica,SE,0.1,p/a,1
UA21,asperula cynanchica,SE,1,p/a,1
UA21,asperula cynanchica,SE,10,cover,0.8
UA21,asperula cynanchica,x,100,cover,1.4
UA20,asperula rumelica,NW,10,cover,0.2
UA20,asperula rumelica,SE,10,cover,0.1
UA20,asperula rumelica,x,100,cover,0.15
UA09,asplenium ruta-muraria,x,100,cover,0.1
UA04,asplenium septentrionale,NW,10,cover,0.1
UA04,asplenium septentrionale,x,100,cover,0.05
UA04,asplenium trichomanes,NW,10,cover,0.1
UA04,asplenium trichomanes,x,100,cover,0.05
UA06,aster amellus,x,100,cover,0.1
UA15,aster amellus,NW,0.1,p/a,1
UA15,aster amellus,NW,1,p/a,1
UA15,aster amellus,NW,10,cover,12
UA15,aster amellus,SE,0.1,p/a,1
UA15,aster amellus,SE,1,p/a,1
UA15,aster amellus,SE,10,cover,2
UA15,aster amellus,x,100,cover,7
UA17,aster amellus,NW,10,cover,0.2
UA17,aster amellus,SE,1,p/a,1
UA17,aster amellus,SE,10,cover,1
UA17,aster amellus,x,100,cover,0.6
UA07,astragalus austriacus,NW,1,p/a,1
UA07,astragalus austriacus,NW,10,cover,0.01
UA07,astragalus austriacus,SE,1e-4,p/a,1
UA07,astragalus austriacus,SE,0.001,p/a,1
UA07,astragalus austriacus,SE,0.01,p/a,1
UA07,astragalus austriacus,SE,0.1,p/a,1
UA07,astragalus austriacus,SE,1,p/a,1
UA07,astragalus austriacus,SE,10,cover,0.5
UA07,astragalus austriacus,x,100,cover,0.255
UA08,astragalus austriacus,NW,10,cover,0.5
UA08,astragalus austriacus,SE,10,cover,0.2
UA08,astragalus austriacus,x,100,cover,0.35
UA09,astragalus austriacus,x,100,cover,0.1
UA10,astragalus austriacus,SE,10,cover,0.2
UA10,astragalus austriacus,x,100,cover,0.1
UA11,astragalus austriacus,SE,10,cover,1
UA11,astragalus austriacus,x,100,cover,0.5
UA13,astragalus austriacus,NW,1,p/a,1
UA13,astragalus austriacus,NW,10,cover,0.02
UA13,astragalus austriacus,x,100,cover,0.01
UA14,astragalus austriacus,NW,10,cover,0.2
UA14,astragalus austriacus,SE,10,cover,0.5
UA14,astragalus austriacus,x,100,cover,0.35
UA17,astragalus austriacus,NW,1,p/a,1
UA17,astragalus austriacus,NW,10,cover,0.2
UA17,astragalus austriacus,SE,1,p/a,1
UA17,astragalus austriacus,SE,10,cover,0.5
UA17,astragalus austriacus,x,100,cover,0.35
UA18,astragalus austriacus,NW,1,p/a,1
UA18,astragalus austriacus,NW,10,cover,1
UA18,astragalus austriacus,SE,0.01,p/a,1
UA18,astragalus austriacus,SE,0.1,p/a,1
UA18,astragalus austriacus,SE,1,p/a,1
UA18,astragalus austriacus,SE,10,cover,1
UA18,astragalus austriacus,x,100,cover,1
UA20,astragalus austriacus,NW,10,cover,0.1
UA20,astragalus austriacus,SE,1,p/a,1
UA20,astragalus austriacus,SE,10,cover,0.1
UA20,astragalus austriacus,x,100,cover,0.1
UA21,astragalus austriacus,SE,10,cover,0.5
UA21,astragalus austriacus,x,100,cover,0.25
UA06,astragalus glycyphyllos,SE,10,cover,0.5
UA06,astragalus glycyphyllos,x,100,cover,0.25
UA08,astragalus onobrychis,NW,1,p/a,1
UA08,astragalus onobrychis,NW,10,cover,1
UA08,astragalus onobrychis,SE,10,cover,0.5
UA08,astragalus onobrychis,x,100,cover,0.75
UA09,astragalus onobrychis,x,100,cover,0.1
UA10,astragalus onobrychis,NW,0.1,p/a,1
UA10,astragalus onobrychis,NW,1,p/a,1
UA10,astragalus onobrychis,NW,10,cover,30
UA10,astragalus onobrychis,SE,1,p/a,1
UA10,astragalus onobrychis,SE,10,cover,1
UA10,astragalus onobrychis,x,100,cover,15.5
UA11,astragalus onobrychis,SE,10,cover,0.5
UA11,astragalus onobrychis,x,100,cover,0.25
UA12,astragalus onobrychis,NW,1e-4,p/a,1
UA12,astragalus onobrychis,NW,0.001,p/a,1
UA12,astragalus onobrychis,NW,0.01,p/a,1
UA12,astragalus onobrychis,NW,0.1,p/a,1
UA12,astragalus onobrychis,NW,1,p/a,1
UA12,astragalus onobrychis,NW,10,cover,15
UA12,astragalus onobrychis,x,100,cover,7.5
UA13,astragalus onobrychis,NW,10,cover,0.1
UA13,astragalus onobrychis,SE,1,p/a,1
UA13,astragalus onobrychis,SE,10,cover,3
UA13,astragalus onobrychis,x,100,cover,1.55
UA14,astragalus onobrychis,NW,1,p/a,1
UA14,astragalus onobrychis,NW,10,cover,1
UA14,astragalus onobrychis,SE,0.1,p/a,1
UA14,astragalus onobrychis,SE,1,p/a,1
UA14,astragalus onobrychis,SE,10,cover,8
UA14,astragalus onobrychis,x,100,cover,4.5
UA15,astragalus onobrychis,x,100,cover,0.1
UA18,astragalus onobrychis,NW,10,cover,2
UA18,astragalus onobrychis,SE,0.01,p/a,1
UA18,astragalus onobrychis,SE,0.1,p/a,1
UA18,astragalus onobrychis,SE,1,p/a,1
UA18,astragalus onobrychis,SE,10,cover,8
UA18,astragalus onobrychis,x,100,cover,5
UA19,astragalus onobrychis,NW,10,cover,0.5
UA19,astragalus onobrychis,x,100,cover,0.25
UA20,astragalus onobrychis,NW,10,cover,0.2
UA20,astragalus onobrychis,x,100,cover,0.1
UA21,astragalus onobrychis,NW,1,p/a,1
UA21,astragalus onobrychis,NW,10,cover,1
UA21,astragalus onobrychis,SE,10,cover,0.1
UA21,astragalus onobrychis,x,100,cover,0.55
UA07,asyneuma canescens,NW,10,cover,0.05
UA07,asyneuma canescens,x,100,cover,0.025
UA08,asyneuma canescens,x,100,cover,0.1
UA09,asyneuma canescens,NW,1,p/a,1
UA09,asyneuma canescens,NW,10,cover,4
UA09,asyneuma canescens,SE,10,cover,1
UA09,asyneuma canescens,x,100,cover,2.5
UA11,asyneuma canescens,SE,10,cover,0.1
UA11,asyneuma canescens,x,100,cover,0.05
UA13,asyneuma canescens,SE,10,cover,0.5
UA13,asyneuma canescens,x,100,cover,0.25
UA17,asyneuma canescens,NW,10,cover,0.2
UA17,asyneuma canescens,SE,10,cover,0.5
UA17,asyneuma canescens,x,100,cover,0.35
UA19,bassia prostrata,SE,10,cover,0.5
UA19,bassia prostrata,x,100,cover,0.25
UA02,berteroa incana,SE,1,p/a,1
UA02,berteroa incana,SE,10,cover,0.2
UA02,berteroa incana,x,100,cover,0.1
UA03,berteroa incana,NW,10,cover,0.1
UA03,berteroa incana,x,100,cover,0.05
UA04,berteroa incana,NW,1,p/a,1
UA04,berteroa incana,NW,10,cover,0.1
UA04,berteroa incana,SE,1,p/a,1
UA04,berteroa incana,SE,10,cover,0.1
UA04,berteroa incana,x,100,cover,0.1
UA05,bothriochloa ischaemum,NW,1e-4,p/a,1
UA05,bothriochloa ischaemum,NW,0.001,p/a,1
UA05,bothriochloa ischaemum,NW,0.01,p/a,1
UA05,bothriochloa ischaemum,NW,0.1,p/a,1
UA05,bothriochloa ischaemum,NW,1,p/a,1
UA05,bothriochloa ischaemum,NW,10,cover,25
UA05,bothriochloa ischaemum,SE,10,cover,1
UA05,bothriochloa ischaemum,x,100,cover,13
UA06,bothriochloa ischaemum,NW,0.001,p/a,1
UA06,bothriochloa ischaemum,NW,0.01,p/a,1
UA06,bothriochloa ischaemum,NW,0.1,p/a,1
UA06,bothriochloa ischaemum,NW,1,p/a,1
UA06,bothriochloa ischaemum,NW,10,cover,0.5
UA06,bothriochloa ischaemum,SE,0.01,p/a,1
UA06,bothriochloa ischaemum,SE,0.1,p/a,1
UA06,bothriochloa ischaemum,SE,1,p/a,1
UA06,bothriochloa ischaemum,SE,10,cover,2
UA06,bothriochloa ischaemum,x,100,cover,1.25
UA07,bothriochloa ischaemum,NW,0.1,p/a,1
UA07,bothriochloa ischaemum,NW,1,p/a,1
UA07,bothriochloa ischaemum,NW,10,cover,3
UA07,bothriochloa ischaemum,SE,1e-4,p/a,1
UA07,bothriochloa ischaemum,SE,0.001,p/a,1
UA07,bothriochloa ischaemum,SE,0.01,p/a,1
UA07,bothriochloa ischaemum,SE,0.1,p/a,1
UA07,bothriochloa ischaemum,SE,1,p/a,1
UA07,bothriochloa ischaemum,SE,10,cover,5
UA07,bothriochloa ischaemum,x,100,cover,4
UA08,bothriochloa ischaemum,NW,1e-4,p/a,1
UA08,bothriochloa ischaemum,NW,0.001,p/a,1
UA08,bothriochloa ischaemum,NW,0.01,p/a,1
UA08,bothriochloa ischaemum,NW,0.1,p/a,1
UA08,bothriochloa ischaemum,NW,1,p/a,1
UA08,bothriochloa ischaemum,NW,10,cover,18
UA08,bothriochloa ischaemum,SE,0.01,p/a,1
UA08,bothriochloa ischaemum,SE,0.1,p/a,1
UA08,bothriochloa ischaemum,SE,1,p/a,1
UA08,bothriochloa ischaemum,SE,10,cover,40
UA08,bothriochloa ischaemum,x,100,cover,29
UA09,bothriochloa ischaemum,NW,0.1,p/a,1
UA09,bothriochloa ischaemum,NW,1,p/a,1
UA09,bothriochloa ischaemum,NW,10,cover,5
UA09,bothriochloa ischaemum,SE,1e-4,p/a,1
UA09,bothriochloa ischaemum,SE,0.001,p/a,1
UA09,bothriochloa ischaemum,SE,0.01,p/a,1
UA09,bothriochloa ischaemum,SE,0.1,p/a,1
UA09,bothriochloa ischaemum,SE,1,p/a,1
UA09,bothriochloa ischaemum,SE,10,cover,4
UA09,bothriochloa ischaemum,x,100,cover,4.5
UA10,bothriochloa ischaemum,x,100,cover,0.1
UA11,bothriochloa ischaemum,NW,1,p/a,1
UA11,bothriochloa ischaemum,NW,10,cover,5
UA11,bothriochloa ischaemum,SE,0.001,p/a,1
UA11,bothriochloa ischaemum,SE,0.01,p/a,1
UA11,bothriochloa ischaemum,SE,0.1,p/a,1
UA11,bothriochloa ischaemum,SE,1,p/a,1
UA11,bothriochloa ischaemum,SE,10,cover,10
UA11,bothriochloa ischaemum,x,100,cover,7.5
UA12,bothriochloa ischaemum,NW,0.001,p/a,1
UA12,bothriochloa ischaemum,NW,0.01,p/a,1
UA12,bothriochloa ischaemum,NW,0.1,p/a,1
UA12,bothriochloa ischaemum,NW,1,p/a,1
UA12,bothriochloa ischaemum,NW,10,cover,30
UA12,bothriochloa ischaemum,SE,0.001,p/a,1
UA12,bothriochloa ischaemum,SE,0.01,p/a,1
UA12,bothriochloa ischaemum,SE,0.1,p/a,1
UA12,bothriochloa ischaemum,SE,1,p/a,1
UA12,bothriochloa ischaemum,SE,10,cover,15
UA12,bothriochloa ischaemum,x,100,cover,22.5
UA13,bothriochloa ischaemum,NW,1,p/a,1
UA13,bothriochloa ischaemum,NW,10,cover,30
UA13,bothriochloa ischaemum,SE,0.001,p/a,1
UA13,bothriochloa ischaemum,SE,0.01,p/a,1
UA13,bothriochloa ischaemum,SE,0.1,p/a,1
UA13,bothriochloa ischaemum,SE,1,p/a,1
UA13,bothriochloa ischaemum,SE,10,cover,20
UA13,bothriochloa ischaemum,x,100,cover,25
UA14,bothriochloa ischaemum,NW,10,cover,0.2
UA14,bothriochloa ischaemum,SE,0.001,p/a,1
UA14,bothriochloa ischaemum,SE,0.01,p/a,1
UA14,bothriochloa ischaemum,SE,0.1,p/a,1
UA14,bothriochloa ischaemum,SE,1,p/a,1
UA14,bothriochloa ischaemum,SE,10,cover,12
UA14,bothriochloa ischaemum,x,100,cover,6.1
UA15,bothriochloa ischaemum,SE,10,cover,10
UA15,bothriochloa ischaemum,x,100,cover,5
UA17,bothriochloa ischaemum,NW,0.01,p/a,1
UA17,bothriochloa ischaemum,NW,0.1,p/a,1
UA17,bothriochloa ischaemum,NW,1,p/a,1
UA17,bothriochloa ischaemum,NW,10,cover,10
UA17,bothriochloa ischaemum,SE,1,p/a,1
UA17,bothriochloa ischaemum,SE,10,cover,6
UA17,bothriochloa ischaemum,x,100,cover,8
UA18,bothriochloa ischaemum,NW,0.1,p/a,1
UA18,bothriochloa ischaemum,NW,1,p/a,1
UA18,bothriochloa ischaemum,NW,10,cover,10
UA18,bothriochloa ischaemum,SE,0.1,p/a,1
UA18,bothriochloa ischaemum,SE,1,p/a,1
UA18,bothriochloa ischaemum,SE,10,cover,8
UA18,bothriochloa ischaemum,x,100,cover,9
UA19,bothriochloa ischaemum,NW,1,p/a,1
UA19,bothriochloa ischaemum,NW,10,cover,6
UA19,bothriochloa ischaemum,SE,10,cover,2
UA19,bothriochloa ischaemum,x,100,cover,4
UA20,bothriochloa ischaemum,NW,0.1,p/a,1
UA20,bothriochloa ischaemum,NW,1,p/a,1
UA20,bothriochloa ischaemum,NW,10,cover,18
UA20,bothriochloa ischaemum,SE,0.1,p/a,1
UA20,bothriochloa ischaemum,SE,1,p/a,1
UA20,bothriochloa ischaemum,SE,10,cover,3
UA20,bothriochloa ischaemum,x,100,cover,10.5
UA21,bothriochloa ischaemum,NW,0.1,p/a,1
UA21,bothriochloa ischaemum,NW,1,p/a,1
UA21,bothriochloa ischaemum,NW,10,cover,2
UA21,bothriochloa ischaemum,SE,1,p/a,1
UA21,bothriochloa ischaemum,SE,10,cover,2
UA21,bothriochloa ischaemum,x,100,cover,2
UA06,brachypodium pinnatum,x,100,cover,0.1
UA11,brachypodium pinnatum,x,100,cover,0.1
UA08,brassica elongata,x,100,cover,0.1
UA02,bromus inermis,NW,1e-4,p/a,1
UA02,bromus inermis,NW,0.001,p/a,1
UA02,bromus inermis,NW,0.01,p/a,1
UA02,bromus inermis,NW,0.1,p/a,1
UA02,bromus inermis,NW,1,p/a,1
UA02,bromus inermis,NW,10,cover,55
UA02,bromus inermis,x,100,cover,27.5
UA03,bromus inermis,NW,10,cover,1
UA03,bromus inermis,x,100,cover,0.5
UA04,bromus inermis,SE,1,p/a,1
UA04,bromus inermis,SE,10,cover,2
UA04,bromus inermis,x,100,cover,1
UA06,bromus inermis,NW,10,cover,18
UA06,bromus inermis,SE,1e-4,p/a,1
UA06,bromus inermis,SE,0.001,p/a,1
UA06,bromus inermis,SE,0.01,p/a,1
UA06,bromus inermis,SE,0.1,p/a,1
UA06,bromus inermis,SE,1,p/a,1
UA06,bromus inermis,SE,10,cover,10
UA06,bromus inermis,x,100,cover,14
UA07,bromus inermis,x,100,cover,0.1
UA10,bromus inermis,SE,10,cover,0.5
UA10,bromus inermis,x,100,cover,0.25
UA14,bromus inermis,SE,1,p/a,1
UA14,bromus inermis,SE,10,cover,0.3
UA14,bromus inermis,x,100,cover,0.15
UA15,bromus inermis,NW,0.01,p/a,1
UA15,bromus inermis,NW,0.1,p/a,1
UA15,bromus inermis,NW,1,p/a,1
UA15,bromus inermis,NW,10,cover,3
UA15,bromus inermis,x,100,cover,1.5
UA17,bromus inermis,NW,10,cover,0.2
UA17,bromus inermis,x,100,cover,0.1
UA18,bromus inermis,NW,10,cover,1
UA18,bromus inermis,x,100,cover,0.5
UA21,bromus inermis,x,100,cover,0.1
UA10,bromus riparius,SE,10,cover,0.3
UA10,bromus riparius,x,100,cover,0.15
UA04,bromus squarrosus,NW,10,cover,0.1
UA04,bromus squarrosus,SE,10,cover,1
UA04,bromus squarrosus,x,100,cover,0.55
UA09,bromus squarrosus,SE,10,cover,0.2
UA09,bromus squarrosus,x,100,cover,0.1
UA07,bupleurum falcatum,NW,1,p/a,1
UA07,bupleurum falcatum,NW,10,cover,0.2
UA07,bupleurum falcatum,x,100,cover,0.1
UA15,bupleurum falcatum,NW,1,p/a,1
UA15,bupleurum falcatum,NW,10,cover,1
UA15,bupleurum falcatum,SE,1,p/a,1
UA15,bupleurum falcatum,SE,10,cover,0.5
UA15,bupleurum falcatum,x,100,cover,0.75
UA06,calamagrostis epigejos,SE,1,p/a,1
UA06,calamagrostis epigejos,SE,10,cover,1
UA06,calamagrostis epigejos,x,100,cover,0.5
UA14,camelina microcarpa,x,100,cover,0.1
UA01,campanula bononiensis,NW,10,cover,0.1
UA01,campanula bononiensis,x,100,cover,0.05
UA02,campanula bononiensis,NW,10,cover,3
UA02,campanula bononiensis,SE,0.1,p/a,1
UA02,campanula bononiensis,SE,1,p/a,1
UA02,campanula bononiensis,SE,10,cover,10
UA02,campanula bononiensis,x,100,cover,6.5
UA03,campanula bononiensis,NW,0.1,p/a,1
UA03,campanula bononiensis,NW,1,p/a,1
UA03,campanula bononiensis,NW,10,cover,1
UA03,campanula bononiensis,SE,0.1,p/a,1
UA03,campanula bononiensis,SE,1,p/a,1
UA03,campanula bononiensis,SE,10,cover,1
UA03,campanula bononiensis,x,100,cover,1
UA04,campanula bononiensis,SE,10,cover,0.5
UA04,campanula bononiensis,x,100,cover,0.25
UA03,campanula glomerata,SE,1e-4,p/a,1
UA03,campanula glomerata,SE,0.001,p/a,1
UA03,campanula glomerata,SE,0.01,p/a,1
UA03,campanula glomerata,SE,0.1,p/a,1
UA03,campanula glomerata,SE,1,p/a,1
UA03,campanula glomerata,SE,10,cover,5
UA03,campanula glomerata,x,100,cover,2.5
UA15,campanula rapunculoides,NW,10,cover,1
UA15,campanula rapunculoides,x,100,cover,0.5
UA08,campanula sibirica,NW,10,cover,0.5
UA08,campanula sibirica,SE,10,cover,0.2
UA08,campanula sibirica,x,100,cover,0.35
UA12,campanula sibirica,NW,0.01,p/a,1
UA12,campanula sibirica,NW,0.1,p/a,1
UA12,campanula sibirica,NW,1,p/a,1
UA12,campanula sibirica,NW,10,cover,0.5
UA12,campanula sibirica,SE,10,cover,0.1
UA12,campanula sibirica,x,100,cover,0.3
UA17,campanula sibirica,NW,1,p/a,1
UA17,campanula sibirica,NW,10,cover,0.1
UA17,campanula sibirica,SE,10,cover,0.1
UA17,campanula sibirica,x,100,cover,0.1
UA19,campanula sibirica,SE,1,p/a,1
UA19,campanula sibirica,SE,10,cover,0.2
UA19,campanula sibirica,x,100,cover,0.1
UA20,campanula sibirica,NW,1,p/a,1
UA20,campanula sibirica,NW,10,cover,0.2
UA20,campanula sibirica,SE,0.1,p/a,1
UA20,campanula sibirica,SE,1,p/a,1
UA20,campanula sibirica,SE,10,cover,0.5
UA20,campanula sibirica,x,100,cover,0.35
UA21,campanula sibirica,NW,0.1,p/a,1
UA21,campanula sibirica,NW,1,p/a,1
UA21,campanula sibirica,NW,10,cover,2
UA21,campanula sibirica,SE,1,p/a,1
UA21,campanula sibirica,SE,10,cover,0.1
UA21,campanula sibirica,x,100,cover,1.05
UA01,carduus acanthoides,NW,1,p/a,1
UA01,carduus acanthoides,NW,10,cover,0.1
UA01,carduus acanthoides,SE,10,cover,0.1
UA01,carduus acanthoides,x,100,cover,0.1
UA04,carduus acanthoides,x,100,cover,0.1
UA14,carduus acanthoides,NW,0.1,p/a,1
UA14,carduus acanthoides,NW,1,p/a,1
UA14,carduus acanthoides,NW,10,cover,0.4
UA14,carduus acanthoides,SE,10,cover,0.5
UA14,carduus acanthoides,x,100,cover,0.45
UA15,carduus acanthoides,NW,1,p/a,1
UA15,carduus acanthoides,NW,10,cover,2
UA15,carduus acanthoides,x,100,cover,1
UA21,carduus acanthoides,x,100,cover,0.1
UA03,carduus crispus,SE,10,cover,0.2
UA03,carduus crispus,x,100,cover,0.1
UA10,carduus crispus,SE,10,cover,0.1
UA10,carduus crispus,x,100,cover,0.05
UA16,carduus crispus,SE,10,cover,0.2
UA16,carduus crispus,x,100,cover,0.1
UA18,carduus crispus,SE,10,cover,0.02
UA18,carduus crispus,x,100,cover,0.01
UA07,carex caryophyllea,x,100,cover,0.1
UA01,carex hirta,SE,0.1,p/a,1
UA01,carex hirta,SE,1,p/a,1
UA01,carex hirta,SE,10,cover,2
UA01,carex hirta,x,100,cover,1
UA07,carex humilis,NW,1,p/a,1
UA07,carex humilis,NW,10,cover,2.5
UA07,carex humilis,SE,1,p/a,1
UA07,carex humilis,SE,10,cover,15
UA07,carex humilis,x,100,cover,8.75
UA08,carex humilis,NW,0.01,p/a,1
UA08,carex humilis,NW,0.1,p/a,1
UA08,carex humilis,NW,1,p/a,1
UA08,carex humilis,NW,10,cover,12
UA08,carex humilis,SE,0.1,p/a,1
UA08,carex humilis,SE,1,p/a,1
UA08,carex humilis,SE,10,cover,20
UA08,carex humilis,x,100,cover,16
UA17,carex humilis,NW,1,p/a,1
UA17,carex humilis,NW,10,cover,30
UA17,carex humilis,SE,1e-4,p/a,1
UA17,carex humilis,SE,0.001,p/a,1
UA17,carex humilis,SE,0.01,p/a,1
UA17,carex humilis,SE,0.1,p/a,1
UA17,carex humilis,SE,1,p/a,1
UA17,carex humilis,SE,10,cover,5
UA17,carex humilis,x,100,cover,17.5
UA20,carex humilis,NW,0.001,p/a,1
UA20,carex humilis,NW,0.01,p/a,1
UA20,carex humilis,NW,0.1,p/a,1
UA20,carex humilis,NW,1,p/a,1
UA20,carex humilis,NW,10,cover,35
UA20,carex humilis,SE,1e-4,p/a,1
UA20,carex humilis,SE,0.001,p/a,1
UA20,carex humilis,SE,0.01,p/a,1
UA20,carex humilis,SE,0.1,p/a,1
UA20,carex humilis,SE,1,p/a,1
UA20,carex humilis,SE,10,cover,35
UA20,carex humilis,x,100,cover,35
UA21,carex humilis,NW,10,cover,0.5
UA21,carex humilis,x,100,cover,0.25
UA15,carex michelii,NW,1e-4,p/a,1
UA15,carex michelii,NW,0.001,p/a,1
UA15,carex michelii,NW,0.01,p/a,1
UA15,carex michelii,NW,0.1,p/a,1
UA15,carex michelii,NW,1,p/a,1
UA15,carex michelii,NW,10,cover,5
UA15,carex michelii,SE,1e-4,p/a,1
UA15,carex michelii,SE,0.001,p/a,1
UA15,carex michelii,SE,0.01,p/a,1
UA15,carex michelii,SE,0.1,p/a,1
UA15,carex michelii,SE,1,p/a,1
UA15,carex michelii,SE,10,cover,3
UA15,carex michelii,x,100,cover,4
UA01,carex spicata,SE,1,p/a,1
UA01,carex spicata,SE,10,cover,0.5
UA01,carex spicata,x,100,cover,0.25
UA03,carex spicata,NW,1,p/a,1
UA03,carex spicata,NW,10,cover,0.5
UA03,carex spicata,x,100,cover,0.25
UA06,carlina acanthifolia,NW,10,cover,1
UA06,carlina acanthifolia,x,100,cover,0.5
UA05,carlina vulgaris,x,100,cover,0.1
UA06,carlina vulgaris,NW,10,cover,0.1
UA06,carlina vulgaris,x,100,cover,0.05
UA13,carlina vulgaris,NW,10,cover,0.1
UA13,carlina vulgaris,SE,10,cover,0.2
UA13,carlina vulgaris,x,100,cover,0.15
UA15,carlina vulgaris,x,100,cover,0.1
UA17,carlina vulgaris,x,100,cover,0.1
UA20,carlina vulgaris,NW,1,p/a,1
UA20,carlina vulgaris,NW,10,cover,0.2
UA20,carlina vulgaris,SE,1,p/a,1
UA20,carlina vulgaris,SE,10,cover,0.2
UA20,carlina vulgaris,x,100,cover,0.2
UA07,centaurea diffusa,NW,10,cover,0.1
UA07,centaurea diffusa,x,100,cover,0.05
UA08,centaurea diffusa,SE,10,cover,0.1
UA08,centaurea diffusa,x,100,cover,0.05
UA09,centaurea diffusa,NW,10,cover,0.3
UA09,centaurea diffusa,SE,10,cover,0.5
UA09,centaurea diffusa,x,100,cover,0.275
UA10,centaurea diffusa,x,100,cover,0.1
UA12,centaurea diffusa,SE,10,cover,0.2
UA12,centaurea diffusa,x,100,cover,0.1
UA14,centaurea diffusa,NW,0.1,p/a,1
UA14,centaurea diffusa,NW,1,p/a,1
UA14,centaurea diffusa,NW,10,cover,2
UA14,centaurea diffusa,SE,10,cover,1
UA14,centaurea diffusa,x,100,cover,1.5
UA17,centaurea diffusa,SE,10,cover,0.1
UA17,centaurea diffusa,x,100,cover,0.05
UA18,centaurea diffusa,NW,0.1,p/a,1
UA18,centaurea diffusa,NW,1,p/a,1
UA18,centaurea diffusa,NW,10,cover,0.5
UA18,centaurea diffusa,x,100,cover,0.25
UA19,centaurea diffusa,SE,1,p/a,1
UA19,centaurea diffusa,SE,10,cover,0.5
UA19,centaurea diffusa,x,100,cover,0.25
UA20,centaurea diffusa,x,100,cover,0.1
UA01,centaurea jacea,SE,0.1,p/a,1
UA01,centaurea jacea,SE,1,p/a,1
UA01,centaurea jacea,SE,10,cover,0.5
UA01,centaurea jacea,x,100,cover,0.25
UA10,centaurea jacea,x,100,cover,0.1
UA15,centaurea jacea,NW,10,cover,0.5
UA15,centaurea jacea,x,100,cover,0.25
UA16,centaurea jacea,NW,10,cover,0.05
UA16,centaurea jacea,SE,10,cover,0.1
UA16,centaurea jacea,x,100,cover,0.075
UA11,centaurea orientalis,NW,10,cover,0.2
UA11,centaurea orientalis,x,100,cover,0.1
UA15,centaurea orientalis,NW,1,p/a,1
UA15,centaurea orientalis,NW,10,cover,4
UA15,centaurea orientalis,SE,1,p/a,1
UA15,centaurea orientalis,SE,10,cover,1
UA15,centaurea orientalis,x,100,cover,2.5
UA02,centaurea scabiosa,x,100,cover,0.1
UA03,centaurea scabiosa,SE,1e-4,p/a,1
UA03,centaurea scabiosa,SE,0.001,p/a,1
UA03,centaurea scabiosa,SE,0.01,p/a,1
UA03,centaurea scabiosa,SE,0.1,p/a,1
UA03,centaurea scabiosa,SE,1,p/a,1
UA03,centaurea scabiosa,SE,10,cover,8
UA03,centaurea scabiosa,x,100,cover,4
UA05,centaurea scabiosa,NW,0.1,p/a,1
UA05,centaurea scabiosa,NW,1,p/a,1
UA05,centaurea scabiosa,NW,10,cover,1
UA05,centaurea scabiosa,SE,1e-4,p/a,1
UA05,centaurea scabiosa,SE,0.001,p/a,1
UA05,centaurea scabiosa,SE,0.01,p/a,1
UA05,centaurea scabiosa,SE,0.1,p/a,1
